Index,Artist,Title,Mood,Link
ML629,.38 Special,Fantasy Girl,relaxed,https://genius.com/38-Special-Fantasy-Girl-lyrics
ML630,The Beatles,Happiness Is A Warm Gun,angry,https://genius.com/The-Beatles-Happiness-Is-A-Warm-Gun-lyrics
ML631,The Jimi Hendrix Experience,Stone Free,relaxed,https://genius.com/The-Jimi-Hendrix-Experience-Stone-Free-lyrics
ML632,Alice Cooper,Be My Lover,relaxed,https://genius.com/Alice-Cooper-Be-My-Lover-lyrics
ML633,Sanctus Real,The Face Of Love,happy,https://genius.com/Sanctus-Real-The-Face-Of-Love-lyrics
ML634,BarlowGirl,I Need You To Love Me,happy,https://genius.com/BarlowGirl-I-Need-You-To-Love-Me-lyrics
ML635,John Prine,Glory Of True Love,happy,https://genius.com/John-Prine-Glory-Of-True-Love-lyrics
ML636,Luciano (EN),This One Is For Leaders,angry,https://genius.com/Luciano-EN-This-One-Is-For-Leaders-lyrics
ML637,Gregory Isaacs,Slavemaster,angry,http://www.songlyrics.com/gregory-isaacs/Slavemaster-lyrics
ML638,Chimaira,Pure Hatred,angry,https://genius.com/Chimaira-Pure-Hatred-lyrics
ML639,Sevendust,Bitch,angry,https://genius.com/Sevendust-Bitch-lyrics
ML640,Theory Of A Deadman,Hate My Life,angry,https://genius.com/Theory-Of-A-Deadman-Hate-My-Life-lyrics
ML641,Evans Blue,Cold ,sad,https://genius.com/Evans-Blue-Cold-lyrics
ML642,Patricia Barber,Easy To Love,relaxed,https://genius.com/Patricia-Barber-Easy-To-Love-lyrics
ML643,Alabama,Down Home,relaxed,https://genius.com/Alabama-Down-Home-lyrics
ML644,Jo Dee Messina,Bring On The Rain,sad,https://genius.com/Jo-Dee-Messina-Bring-On-The-Rain-lyrics
ML645,Thousand Foot Krutch,Fire It Up,angry,https://genius.com/Thousand-Foot-Krutch-Fire-It-Up-lyrics
ML646,God Forbid,War Of Attrition,angry,https://genius.com/God-Forbid-War-Of-Attrition-lyrics
ML647,Nirvana,Come As You Are,angry,https://genius.com/Nirvana-Come-As-You-Are-lyrics
ML648,Chiodos,Caves,angry,https://genius.com/Chiodos-Caves-lyrics
ML649,Nirvana,Polly ,sad,https://genius.com/Nirvana-Polly-lyrics
ML650,Lit,Miserable,angry,https://genius.com/Lit-Miserable-lyrics
ML651,Olga Tanon,Asi Es La Vida,sad,https://genius.com/Olga-Tanon-Asi-Es-La-Vida-lyrics
ML652,Britney Spears,Toxic,angry,https://genius.com/Britney-Spears-Toxic-lyrics
ML653,Natasha Bedingfield,These Words,happy,https://genius.com/Natasha-Bedingfield-These-Words-lyrics
ML654,Akon,Don't Matter,angry,https://genius.com/Akon-Dont-Matter-lyrics
ML655,Sean Kingston,Fire Burning,angry,https://genius.com/Sean-Kingston-Fire-Burning-lyrics
ML656,Robert Plant,You Can't Buy My Love,happy,https://genius.com/Robert-Plant-You-Cant-Buy-My-Love-lyrics
ML657,Rosanne Cash,Motherless Children,happy,https://genius.com/Rosanne-Cash-Motherless-Children-lyrics
ML658,The Black Keys,Next Girl,relaxed,https://genius.com/The-Black-Keys-Next-Girl-lyrics
ML659,The Beatles,Octopus's Garden,relaxed,https://genius.com/The-Beatles-Octopuss-Garden-lyrics
ML660,Moby,Study War,angry,https://genius.com/Moby-Study-War-lyrics
ML661,Neil Young,Sign Of Love,happy,https://genius.com/Neil-Young-Sign-Of-Love-lyrics
ML662,John Lennon,Power To The People,happy,https://genius.com/John-Lennon-Power-To-The-People-lyrics
ML663,Iron Fire,Still Alive,angry,https://genius.com/Iron-Fire-Still-Alive-lyrics
ML664,The Sword,Freya,sad,https://genius.com/The-Sword-Freya-lyrics
ML665,Inoj,Time After Time,sad,https://genius.com/Inoj-Time-After-Time-lyrics
ML666,Reba,Strange,relaxed,http://www.songlyrics.com/reba/Strange-lyrics
ML667,Tanya Tucker,Some Kind Of Trouble,angry,https://genius.com/Tanya-Tucker-Some-Kind-Of-Trouble-lyrics
ML668,Tanya Tucker,Down To My Last Teardrop,relaxed,https://genius.com/Tanya-Tucker-Down-To-My-Last-Teardrop-lyrics
ML669,Shadows Fall,Still I Rise,angry,https://genius.com/Shadows-Fall-Still-I-Rise-lyrics
ML670,Backstreet Boys,Quit Playing Games ,happy,http://www.songlyrics.com/backstreet-boys/Quit-Playing-Games-lyrics
ML671,Peter Cetera,Glory Of Love,happy,https://genius.com/Peter-Cetera-Glory-Of-Love-lyrics
ML672,Blessid Union Of Souls,I Believe,happy,https://genius.com/Blessid-Union-Of-Souls-I-Believe-lyrics
ML673,The Gap Band,You Dropped A Bomb On Me,angry,https://genius.com/The-Gap-Band-You-Dropped-A-Bomb-On-Me-lyrics
ML674,Debbie Gibson,Shake Your Love,happy,https://genius.com/Debbie-Gibson-Shake-Your-Love-lyrics
ML675,Incubus,Love Hurts,happy,https://genius.com/Incubus-Love-Hurts-lyrics
ML676,The Psychedelic Furs,Heaven,relaxed,https://genius.com/The-Psychedelic-Furs-Heaven-lyrics
ML677,Dinosaur Jr.,Feel The Pain,angry,https://genius.com/Dinosaur-Jr-Feel-The-Pain-lyrics
ML678,Echo & The Bunnymen,People Are Strange,sad,https://genius.com/Echo-and-The-Bunnymen-People-Are-Strange-lyrics
ML679,Iggy Pop,Lust For Life,happy,https://genius.com/Iggy-Pop-Lust-For-Life-lyrics
ML680,Crocodiles,Sleep Forever,relaxed,https://genius.com/Crocodiles-Sleep-Forever-lyrics
ML681,Nirvana,Sliver,relaxed,https://genius.com/Nirvana-Sliver-lyrics
ML682,Ashanti,The Way That I Love You,happy,https://genius.com/Ashanti-The-Way-That-I-Love-You-lyrics
ML683,Maze,Southern Girl ,relaxed,https://genius.com/Maze-Southern-Girl-lyrics
ML684,Carole King,Will You Love Me Tomorrow?,happy,https://genius.com/Carole-King-Will-You-Love-Me-Tomorrow-lyrics
ML685,Mint Condition,You Don't Have To Hurt No More,angry,https://genius.com/Mint-Condition-You-Dont-Have-To-Hurt-No-More-lyrics
ML686,Robin Thicke,The Sweetest Love,happy,https://genius.com/Robin-Thicke-The-Sweetest-Love-lyrics
ML687,Eliane Elias,Movin' Me On,relaxed,https://genius.com/Eliane-Elias-Movin-Me-On-lyrics
ML688,Interpol,Barricade,sad,https://genius.com/Interpol-Barricade-lyrics
ML689,Rob Zombie,Mars Needs Women,angry,https://genius.com/Rob-Zombie-Mars-Needs-Women-lyrics
ML690,Rascal Flatts,I Won't Let Go,angry,https://genius.com/Rascal-Flatts-I-Wont-Let-Go-lyrics
ML691,The Beatles,Golden Slumbers,relaxed,https://genius.com/The-Beatles-Golden-Slumbers-lyrics
ML692,Spirit,Fresh Garbage,sad,https://genius.com/Spirit-Fresh-Garbage-lyrics
ML693,Vanilla Fudge,You Keep Me Hangin' On,happy,https://genius.com/Vanilla-Fudge-You-Keep-Me-Hangin-On-lyrics
ML694,The Sylvers,Boogie Fever,sad,https://genius.com/The-Sylvers-Boogie-Fever-lyrics
ML695,George Harrison,What Is Life,happy,https://genius.com/George-Harrison-What-Is-Life-lyrics
ML696,Nicolette Larson,Lotta Love,happy,https://genius.com/Nicolette-Larson-Lotta-Love-lyrics
ML697,Lindsey Buckingham,Trouble,angry,https://genius.com/Lindsey-Buckingham-Trouble-lyrics
ML698,U2,Angel Of Harlem,relaxed,https://genius.com/U2-Angel-Of-Harlem-lyrics
ML699,Grand Funk Railroad,Bad Time,happy,https://genius.com/Grand-Funk-Railroad-Bad-Time-lyrics
ML700,Haddaway,What Is Love,angry,https://genius.com/Haddaway-What-Is-Love-lyrics
ML701,The S.O.S. Band,Take Your Time (Do It Right),relaxed,https://genius.com/The-SOS-Band-Take-Your-Time-Do-It-Right-lyrics
ML702,Peter Frampton,I'm In You,happy,https://genius.com/Peter-Frampton-Im-In-You-lyrics
ML703,Operation Ivy,Unity,angry,https://genius.com/Operation-Ivy-Unity-lyrics
ML704,Papa Roach,Burn,angry,https://genius.com/Papa-Roach-Burn-lyrics
ML705,Apocalyptica,Bring Them To Light ,angry,https://genius.com/Apocalyptica-Bring-Them-To-Light-lyrics
ML706,Kopek,Love Is Dead,angry,https://genius.com/Kopek-Love-Is-Dead-lyrics
ML707,Peaches & Herb,Close Your Eyes,happy,https://genius.com/Peaches-and-Herb-Close-Your-Eyes-lyrics
ML708,The Temptations,You're My Everything,relaxed,https://genius.com/The-Temptations-Youre-My-Everything-lyrics
ML709,GQ,I Do Love You,happy,https://genius.com/GQ-I-Do-Love-You-lyrics
ML710,Chalino Sanchez,El Crimen De Culiacan,sad,https://genius.com/Chalino-Sanchez-El-Crimen-De-Culiacan-lyrics
ML711,Shedaisy,Come Home Soon,relaxed,https://genius.com/Shedaisy-Come-Home-Soon-lyrics
ML712,Garth Brooks,Standing Outside The Fire,angry,https://genius.com/Garth-Brooks-Standing-Outside-The-Fire-lyrics
ML713,Lee Ann Womack,I May Hate Myself In The Morning,angry,https://genius.com/Lee-Ann-Womack-I-May-Hate-Myself-In-The-Morning-lyrics
ML714,Nat King Cole,L-O-V-E,happy,https://genius.com/Nat-King-Cole-L-O-V-E-lyrics
ML715,Jose Feliciano,Light My Fire,angry,https://genius.com/Jose-Feliciano-Light-My-Fire-lyrics
ML716,DeBarge,All This Love,happy,https://genius.com/DeBarge-All-This-Love-lyrics
ML717,Norah Jones,My Blue Heaven,relaxed,https://genius.com/Norah-Jones-My-Blue-Heaven-lyrics
ML718,Elmore James,The Sky Is Crying,relaxed,https://genius.com/Elmore-James-The-Sky-Is-Crying-lyrics
ML719,Elvis Costello,One Bell Ringing,sad,https://genius.com/Elvis-Costello-One-Bell-Ringing-lyrics
ML720,Nicki Minaj,Save Me,relaxed,https://genius.com/Nicki-Minaj-Save-Me-lyrics
ML721,Brandon Heath,Your Love,happy,https://genius.com/Brandon-Heath-Your-Love-lyrics
ML722,Michael W. Smith,Awesome God,happy,https://genius.com/Michael-W-Smith-Awesome-God-lyrics
ML723,Jeremy Riddle,Bless His Name,relaxed,https://genius.com/Jeremy-Riddle-Bless-His-Name-lyrics
ML724,"Phillips, Craig & Dean",Because I'm Forgiven,happy,https://genius.com/Phillips-Craig-and-Dean-Because-Im-Forgiven-lyrics
ML725,Sarah Sadler,Beautiful,happy,https://genius.com/Sarah-Sadler-Beautiful-lyrics
ML726,Juan Gabriel,Abrazame Muy Fuerte,sad,https://genius.com/Juan-Gabriel-Abrazame-Muy-Fuerte-lyrics
ML727,Chalino Sanchez,Baraja De Oro,sad,https://genius.com/Chalino-Sanchez-Baraja-De-Oro-lyrics
ML728,Sam Cooke,Trouble Blues,angry,https://genius.com/Sam-Cooke-Trouble-Blues-lyrics
ML729,Salvador,You Are There,happy,https://genius.com/Salvador-You-Are-There-lyrics
ML730,Billy Ocean,Love Is Forever,happy,https://genius.com/Billy-Ocean-Love-Is-Forever-lyrics
ML731,Seal,I'm Still In Love With You,happy,https://genius.com/Seal-Im-Still-In-Love-With-You-lyrics
ML732,Intocable,Contra Viento Y Marea,sad,https://genius.com/Intocable-Contra-Viento-Y-Marea-lyrics
ML733,Sonny James,Young Love,happy,https://genius.com/Sonny-James-Young-Love-lyrics
ML734,Dolly Parton,Yellow Roses,relaxed,https://genius.com/Dolly-Parton-Yellow-Roses-lyrics
ML735,Innerpartysystem,American Trash,sad,https://genius.com/Innerpartysystem-American-Trash-lyrics
ML736,Edward Sharpe & The Magnetic Zeros,Home,relaxed,https://genius.com/Edward-Sharpe-and-The-Magnetic-Zeros-Home-lyrics
ML737,Tenacious D,The Metal,sad,https://genius.com/Tenacious-D-The-Metal-lyrics
ML738,The Heartbeats,A Thousand Miles Away,relaxed,http://www.songlyrics.com/the-heartbeats/A-Thousand-Miles-Away-lyrics
ML739,Surface,Happy,happy,https://genius.com/Surface-Happy-lyrics
ML740,The Gap Band,Yearning For Your Love,happy,https://genius.com/The-Gap-Band-Yearning-For-Your-Love-lyrics
ML741,War,Outlaw,angry,https://genius.com/War-Outlaw-lyrics
ML742,Dinora Y La Juventud,A Puro Dolor,sad,https://www.musixmatch.com/lyrics/Dinora-Y-La-Juventud/A-Puro-Dolor
ML743,Lhasa,De Cara A La Pared,sad,https://genius.com/Lhasa-De-Cara-A-La-Pared-lyrics
ML744,Duncan Dhu,En Algun Lugar,sad,https://genius.com/Duncan-Dhu-En-Algun-Lugar-lyrics
ML745,Miguel Aceves Mejia,Rogaciano,sad,https://genius.com/Miguel-Aceves-Mejia-Rogaciano-lyrics
ML746,Audioslave,Original Fire,angry,https://genius.com/Audioslave-Original-Fire-lyrics
ML747,Chickenfoot,Sexy Little Thing,happy,https://genius.com/Chickenfoot-Sexy-Little-Thing-lyrics
ML748,Veruca Salt,Seether,angry,https://genius.com/Veruca-Salt-Seether-lyrics
ML749,Corinne Bailey Rae,Is This Love,happy,https://genius.com/Corinne-Bailey-Rae-Is-This-Love-lyrics
ML750,Jack White,Wayfaring Stranger,relaxed,https://genius.com/Jack-White-Wayfaring-Stranger-lyrics
ML751,Cross Canadian Ragweed,Fightin' For,angry,https://genius.com/Cross-Canadian-Ragweed-Fightin-For-lyrics
ML752,Janie Fricke,It Ain't Easy Bein' Easy,relaxed,https://genius.com/Janie-Fricke-It-Aint-Easy-Bein-Easy-lyrics
ML753,The Statler Brothers,Bed Of Roses,relaxed,https://genius.com/The-Statler-Brothers-Bed-Of-Roses-lyrics
ML754,Dolly Parton,But You Know I Love You,happy,https://genius.com/Dolly-Parton-But-You-Know-I-Love-You-lyrics
ML755,Marilyn Manson,The Nobodies,sad,https://genius.com/Marilyn-Manson-The-Nobodies-lyrics
ML756,Ozzy Osbourne,Killer Of Giants,angry,https://genius.com/Ozzy-Osbourne-Killer-Of-Giants-lyrics
ML757,L.A. Guns,Never Enough,relaxed,https://genius.com/LA-Guns-Never-Enough-lyrics
ML758,Iron Maiden,Iron Maiden,sad,https://genius.com/Iron-Maiden-Iron-Maiden-lyrics
ML759,Honeymoon Suite,New Girl Now,relaxed,https://genius.com/Honeymoon-Suite-New-Girl-Now-lyrics
ML760,Stevie Ray Vaughan & Double Trouble,Willie The Wimp ,sad,https://genius.com/Stevie-Ray-Vaughan-and-Double-Trouble-Willie-The-Wimp-lyrics
ML761,Faith Evans,Love Like This,happy,https://genius.com/Faith-Evans-Love-Like-This-lyrics
ML762,Elvis Presley,Jailhouse Rock,sad,https://genius.com/Elvis-Presley-Jailhouse-Rock-lyrics
ML763,Al Martino,I Love You Because,happy,https://genius.com/Al-Martino-I-Love-You-Because-lyrics
ML764,George McCrae,Rock Your Baby,relaxed,https://genius.com/George-McCrae-Rock-Your-Baby-lyrics
ML765,Bruce Springsteen,Save My Love,relaxed,https://genius.com/Bruce-Springsteen-Save-My-Love-lyrics
ML766,Dolores O'Riordan,The Journey,relaxed,https://genius.com/Dolores-ORiordan-The-Journey-lyrics
ML767,She & Him,I Should Have Known Better,happy,https://genius.com/She-and-Him-I-Should-Have-Known-Better-lyrics
ML768,Ian Dury & The Blockheads,Hit Me With Your Rhythm Stick,angry,https://genius.com/Ian-Dury-and-The-Blockheads-Hit-Me-With-Your-Rhythm-Stick-lyrics
ML769,Red Hot Chili Peppers,Behind The Sun,relaxed,https://genius.com/Red-Hot-Chili-Peppers-Behind-The-Sun-lyrics
ML770,J. D. Souther,You're Only Lonely,sad,https://genius.com/J-D-Souther-Youre-Only-Lonely-lyrics
ML771,Freelance Whales,Starring,angry,https://genius.com/Freelance-Whales-Starring-lyrics
ML772,The Cure,Fascination Street,sad,https://genius.com/The-Cure-Fascination-Street-lyrics
ML773,Jack Johnson,Wasting Time,sad,https://genius.com/Jack-Johnson-Wasting-Time-lyrics
ML774,The Beatles,Thank You Girl ,relaxed,https://genius.com/The-Beatles-Thank-You-Girl-lyrics
ML775,Electronic,Getting Away With It,happy,https://genius.com/Electronic-Getting-Away-With-It-lyrics
ML776,Chris Tomlin,Our God,happy,https://genius.com/Chris-Tomlin-Our-God-lyrics
ML777,Robbie Seay Band,Song of Hope,happy,https://genius.com/Robbie-Seay-Band-Song-of-Hope-lyrics
ML778,Hezekiah Walker,Grateful ,relaxed,https://genius.com/Hezekiah-Walker-Grateful-lyrics
ML779,Martha Munizzi,Invincible God,happy,https://genius.com/Martha-Munizzi-Invincible-God-lyrics
ML780,Vickie Winans,The Rainbow,relaxed,https://genius.com/Vickie-Winans-The-Rainbow-lyrics
ML781,The Shirelles,Will You Love Me Tomorrow,happy,http://www.songlyrics.com/the-shirelles/Will-You-Love-Me-Tomorrow-lyrics
ML782,Dianne Reeves,Afro Blue,relaxed,https://genius.com/Dianne-Reeves-Afro-Blue-lyrics
ML783,Black Label Society,Bored To Tears,sad,https://genius.com/Black-Label-Society-Bored-To-Tears-lyrics
ML784,George Michael,I Want Your Sex,happy,https://genius.com/George-Michael-I-Want-Your-Sex-lyrics
ML785,Slayer,War Ensemble,angry,https://genius.com/Slayer-War-Ensemble-lyrics
ML786,Metallica,Crash Course In Brain Surgery,angry,https://genius.com/Metallica-Crash-Course-In-Brain-Surgery-lyrics
ML787,Monchy & Alexandra,Hasta El Fin,sad,https://genius.com/Monchy-and-Alexandra-Hasta-El-Fin-lyrics
ML788,Patrulla 81,Como Me Haces Falta,sad,https://genius.com/Patrulla-81-Como-Me-Haces-Falta-lyrics
ML789,Aliados De La Sierra,Te Amo,sad,https://www.musixmatch.com/lyrics/Aliados-De-La-Sierra/Te-Amo
ML790,Los Rieleros Del Norte,Un Juego,sad,https://genius.com/Los-Rieleros-Del-Norte-Un-Juego-lyrics
ML791,Conjunto Primavera,El Amor Que Nunca Fue,sad,https://www.musixmatch.com/lyrics/Conjunto-Primavera/El-Amor-Que-Nunca-Fue
ML792,Luther Vandross,Anyone Who Had A Heart,happy,https://genius.com/Luther-Vandross-Anyone-Who-Had-A-Heart-lyrics
ML793,New Edition,Candy Girl,relaxed,https://genius.com/New-Edition-Candy-Girl-lyrics
ML794,Tower Of Power,Give Me Your Love,happy,https://www.musixmatch.com/lyrics/Tower-Of-Power/Give-Me-Your-Love
ML795,Joan Osborne,War,angry,https://genius.com/Joan-Osborne-War-lyrics
ML796,Jimmy Smith,Strut ,relaxed,http://www.songlyrics.com/jimmy-smith/Strut-lyrics
ML797,"Harry Connick, Jr.",My Blue Heaven,relaxed,https://genius.com/Harry-Connick-Jr-My-Blue-Heaven-lyrics
ML798,The Brian Setzer Orchestra,The Dirty Boogie,sad,http://www.songlyrics.com/the-brian-setzer-orchestra/The-Dirty-Boogie-lyrics
ML799,Joni Mitchell,Sometimes I'm Happy,happy,https://genius.com/Joni-Mitchell-Sometimes-Im-Happy-lyrics
ML800,Jimmy Smith,I Just Wanna Make Love To You ,happy,https://genius.com/Jimmy-Smith-I-Just-Wanna-Make-Love-To-You-lyrics
ML801,The Naked And Famous,All Of This,sad,https://genius.com/The-Naked-And-Famous-All-Of-This-lyrics
ML802,The Jesus & Mary Chain,Just Like Honey,relaxed,https://genius.com/The-Jesus-and-Mary-Chain-Just-Like-Honey-lyrics
ML803,Destructor,Skull Splitter,sad,https://www.karaoke-lyrics.net//lyrics/destructor/skull-splitter-654351
ML804,Noah And The Whale,Give A Little Love,happy,https://genius.com/Noah-And-The-Whale-Give-A-Little-Love-lyrics
ML805,Grizzly Bear,Lullabye,relaxed,https://genius.com/Grizzly-Bear-Lullabye-lyrics
ML806,Best Coast,Honey,relaxed,https://genius.com/Best-Coast-Honey-lyrics
ML807,Warpaint,Composure,sad,https://genius.com/Warpaint-Composure-lyrics
ML808,Sly & The Family Stone,Family Affair,relaxed,https://genius.com/Sly-and-The-Family-Stone-Family-Affair-lyrics
ML809,Gliss,Morning Light,happy,https://genius.com/Gliss-Morning-Light-lyrics
ML810,Kaiser Chiefs,I Predict A Riot,angry,https://genius.com/Kaiser-Chiefs-I-Predict-A-Riot-lyrics
ML811,Buzzcocks,Ever Fallen In Love?,happy,http://www.songlyrics.com/buzzcocks/Ever-Fallen-In-Love-lyrics
ML812,Jay Reatard,DOA,happy,https://genius.com/Jay-Reatard-DOA-lyrics
ML813,OFF!,Upside Down,sad,https://genius.com/OFF-Upside-Down-lyrics
ML814,The Jesus & Mary Chain,The Hardest Walk,sad,https://genius.com/The-Jesus-and-Mary-Chain-The-Hardest-Walk-lyrics
ML815,Fang Island,The Illinois,relaxed,https://genius.com/Fang-Island-The-Illinois-lyrics
ML816,The Decemberists,This Is Why We Fight,angry,https://genius.com/The-Decemberists-This-Is-Why-We-Fight-lyrics
ML817,No Age,Life Prowler,happy,https://genius.com/No-Age-Life-Prowler-lyrics
ML818,Someone Still Loves You Boris Yeltsin,Everlyn,sad,https://genius.com/Someone-Still-Loves-You-Boris-Yeltsin-Everlyn-lyrics
ML819,Billie Holiday,There Is No Greater Love,happy,https://genius.com/Billie-Holiday-There-Is-No-Greater-Love-lyrics
ML820,Louis Armstrong,Stormy Weather,sad,https://genius.com/Louis-Armstrong-Stormy-Weather-lyrics
ML821,Chevelle,Vitamin R ,angry,http://www.songlyrics.com/chevelle/Vitamin-R-lyrics
ML822,Deftones,Bored,sad,https://genius.com/Deftones-Bored-lyrics
ML823,Muse,Knights Of Cydonia,angry,https://genius.com/Muse-Knights-Of-Cydonia-lyrics
ML824,Bebel Gilberto,Aganju,sad,https://genius.com/Bebel-Gilberto-Aganju-lyrics
ML825,Peter Gabriel,Digging In The Dirt,sad,https://genius.com/Peter-Gabriel-Digging-In-The-Dirt-lyrics
ML826,KMFDM,WWIII,angry,https://genius.com/KMFDM-WWIII-lyrics
ML827,Michael Bolton,Said I Loved You But I Lied,happy,https://genius.com/Michael-Bolton-Said-I-Loved-You-But-I-Lied-lyrics
ML828,England Dan & John Ford Coley,It's Sad To Belong,sad,https://genius.com/England-Dan-and-John-Ford-Coley-Its-Sad-To-Belong-lyrics
ML829,Queen Latifah,What Love Has Joined Together,happy,https://genius.com/Queen-Latifah-What-Love-Has-Joined-Together-lyrics
ML830,Roberta Flack,Set The Night To Music ,relaxed,https://genius.com/Roberta-Flack-Set-The-Night-To-Music-lyrics
ML831,Otis Redding,Respect,relaxed,https://genius.com/Otis-Redding-Respect-lyrics
ML832,"Emerson, Lake & Palmer",From The Beginning,sad,https://genius.com/Emerson-Lake-and-Palmer-From-The-Beginning-lyrics
ML833,Roisin Murphy,Let Me Know,sad,https://genius.com/Roisin-Murphy-Let-Me-Know-lyrics
ML834,Elton John,Sad Songs ,sad,https://genius.com/Elton-John-Sad-Songs-lyrics
ML835,Sarah Vaughan,You're Not The Kind,relaxed,https://genius.com/Sarah-Vaughan-Youre-Not-The-Kind-lyrics
ML836,Alan Jackson,A Woman's Love,happy,https://genius.com/Alan-Jackson-A-Womans-Love-lyrics
ML837,Dean Martin,Innamorata,happy,https://genius.com/Dean-Martin-Innamorata-lyrics
ML838,Fine Young Cannibals,Ever Fallen In Love,happy,https://genius.com/Fine-Young-Cannibals-Ever-Fallen-In-Love-lyrics
ML839,LeAnn Rimes,God Bless America,relaxed,https://genius.com/LeAnn-Rimes-God-Bless-America-lyrics
ML840,Diana Krall,Little Girl Blue,relaxed,https://genius.com/Diana-Krall-Little-Girl-Blue-lyrics
ML841,Billie Holiday,Did I Remember?,angry,https://genius.com/Billie-Holiday-Did-I-Remember-lyrics
ML842,Billie Holiday,The Very Thought Of You,relaxed,https://genius.com/Billie-Holiday-The-Very-Thought-Of-You-lyrics
ML843,"Hamilton, Joe Frank & Reynolds",Fallin' In Love,happy,https://genius.com/Hamilton-Joe-Frank-and-Reynolds-Fallin-In-Love-lyrics
ML844,Mary J. Blige,Real Love ,happy,https://genius.com/Mary-J-Blige-Real-Love-lyrics
ML845,Trivium,Shattering The Skies Above,angry,https://genius.com/Trivium-Shattering-The-Skies-Above-lyrics
ML846,Jarabe De Palo,El Lado Oscuro,sad,https://genius.com/Jarabe-De-Palo-El-Lado-Oscuro-lyrics
ML847,Ricardo Arjona,Pinguinos En La Cama,sad,https://genius.com/Ricardo-Arjona-Pinguinos-En-La-Cama-lyrics
ML848,The Oak Ridge Boys,Fancy Free,relaxed,http://www.songlyrics.com/the-oak-ridge-boys/Fancy-Free-lyrics
ML849,Bobby Bare,500 Miles Away From Home,relaxed,https://genius.com/Bobby-Bare-500-Miles-Away-From-Home-lyrics
ML850,Willie Nelson,Let It Be Me,happy,https://genius.com/Willie-Nelson-Let-It-Be-Me-lyrics
ML851,Willie Nelson,Blue Skies,relaxed,https://genius.com/Willie-Nelson-Blue-Skies-lyrics
ML852,Ronnie Milsap,"Happy, Happy Birthday Baby",happy,https://genius.com/Ronnie-Milsap-Happy-Happy-Birthday-Baby-lyrics
ML853,Dolly Parton,Think About Love,happy,https://genius.com/Dolly-Parton-Think-About-Love-lyrics
ML854,Marty Robbins,Big Iron,sad,https://genius.com/Marty-Robbins-Big-Iron-lyrics
ML855,Faron Young,Hello Walls,sad,https://genius.com/Faron-Young-Hello-Walls-lyrics
ML856,Billy Swan,I Can Help,relaxed,https://genius.com/Billy-Swan-I-Can-Help-lyrics
ML857,Frank Sinatra,Nice Work If You Can Get It,relaxed,https://genius.com/Frank-Sinatra-Nice-Work-If-You-Can-Get-It-lyrics
ML858,Red Hot Chili Peppers,Fortune Faded,sad,https://genius.com/Red-Hot-Chili-Peppers-Fortune-Faded-lyrics
ML859,Taddy Porter,Shake Me,sad,https://genius.com/Taddy-Porter-Shake-Me-lyrics
ML860,Rob Zombie,Sick BubbleGum,sad,https://genius.com/Rob-Zombie-Sick-BubbleGum-lyrics
ML861,Egypt Central,You Make Me Sick,sad,https://genius.com/Egypt-Central-You-Make-Me-Sick-lyrics
ML862,Juelz Santana,There It Go ,relaxed,http://www.songlyrics.com/juelz-santana/There-It-Go-lyrics
ML863,Skindred,Pressure,angry,https://genius.com/Skindred-Pressure-lyrics
ML864,The Wannadies,Skin,happy,https://genius.com/The-Wannadies-Skin-lyrics
ML865,Vanessa Williams,My Flame,happy,https://genius.com/Vanessa-Williams-My-Flame-lyrics
ML866,Paula Abdul,The Way That You Love Me,happy,https://genius.com/Paula-Abdul-The-Way-That-You-Love-Me-lyrics
ML867,My Morning Jacket,Circuital,sad,https://genius.com/My-Morning-Jacket-Circuital-lyrics
ML868,The Beatles,Yer Blues,sad,https://genius.com/The-Beatles-Yer-Blues-lyrics
ML869,George Harrison,Isn't It A Pity,sad,https://genius.com/George-Harrison-Isnt-It-A-Pity-lyrics
ML870,Arthur Brown,Fire,angry,https://genius.com/Arthur-Brown-Fire-lyrics
ML871,J Boog,Let's Do It Again ,relaxed,https://genius.com/J-Boog-Lets-Do-It-Again-lyrics
ML872,Kapena,Masese,sad,https://genius.com/Kapena-Masese-lyrics
ML873,Pat Benatar,Fire And Ice,angry,https://genius.com/Pat-Benatar-Fire-And-Ice-lyrics
ML874,The Four Tops,When She Was My Girl,relaxed,https://genius.com/The-Four-Tops-When-She-Was-My-Girl-lyrics
ML875,The HoneyDrippers,Sea Of Love,happy,https://genius.com/The-HoneyDrippers-Sea-Of-Love-lyrics
ML876,Emmylou Harris,Home Sweet Home,relaxed,https://genius.com/Emmylou-Harris-Home-Sweet-Home-lyrics
ML877,Toots & The Maytals,Pressure Drop,angry,https://genius.com/Toots-and-The-Maytals-Pressure-Drop-lyrics
ML878,James Blake,Lindisfarne I,sad,https://genius.com/James-Blake-Lindisfarne-I-lyrics
ML879,Dan Deacon,Wet Wings,sad,https://genius.com/Dan-Deacon-Wet-Wings-lyrics
ML880,Jane Monheit,Save Your Love For Me,happy,https://genius.com/Jane-Monheit-Save-Your-Love-For-Me-lyrics
ML881,Foster The People,Warrant,angry,https://genius.com/Foster-The-People-Warrant-lyrics
ML882,Jens Lekman,I'm Leaving You Because I Don't Love You,happy,https://genius.com/Jens-Lekman-Im-Leaving-You-Because-I-Dont-Love-You-lyrics
ML883,Bill Callahan,Sycamore,angry,https://genius.com/Bill-Callahan-Sycamore-lyrics
