word,relaxed,angry,happy,sad
ere,3,1,1,32
casado,1,1,1,2
abusado,1,1,1,2
traiga,1,1,1,2
pega,1,1,1,2
deja,1,2,2,11
puedo,1,1,1,63
ver,1,1,1,35
tren,1,1,1,6
partir,1,1,1,10
mirar,1,1,1,10
esconde,1,1,2,3
aquella,1,1,1,11
lagrimas,1,1,1,10
volveré,1,1,1,12
podre,1,1,1,6
ano,1,1,4,10
carta,1,1,1,6
dise,1,1,1,3
espérame,1,1,1,9
tiempo,1,1,3,73
pasasara,1,1,1,3
siglo,1,1,1,14
difícil,1,1,1,22
pronto,1,1,1,10
estaremos,1,1,1,5
junto,2,1,1,32
tanto,1,1,1,59
pasa,1,1,1,21
piensa,1,1,1,17
así,1,1,1,86
pasara,1,1,1,7
dice,1,2,4,26
ahí,1,1,1,7
k,2,1,5,4
paz,1,1,1,5
sierra,1,2,1,4
vlovere,1,1,1,5
cuatro,1,1,1,9
espada,1,1,1,6
apuntan,1,1,1,2
pecho,1,1,1,7
confiar,1,1,1,3
demasiado,1,1,1,5
suerte,1,1,1,16
sueno,1,1,1,2
feliz,1,1,87,31
brazo,1,1,1,17
sentencias,1,1,1,2
muerte,1,1,1,11
quier,1,1,1,34
segunda,1,1,1,2
perdida,1,1,1,10
faltan,1,1,1,2
tienan,1,1,1,5
tos,1,1,1,2
ojo,1,1,1,25
verme,1,1,1,7
quitan,1,1,1,2
si,3,2,5,151
trajo,1,1,1,3
hasta,1,1,3,65
castigo,1,1,1,7
dio,1,1,1,14
hacen,1,1,1,10
sufrir,1,1,1,20
tendrбn,1,1,1,3
matar,1,1,1,11
dos,1,1,3,34
cuesta,1,1,1,4
volver,1,1,1,27
buena,1,1,1,7
puede,1,1,1,46
seguirme,1,1,1,2
adorando,1,1,1,2
curarme,1,1,1,3
herida,1,1,1,10
siguen,1,1,1,2
sangrando,1,1,1,2
querrй,1,1,1,2
resigno,1,1,1,2
mirarte,3,1,1,8
alma,1,1,1,51
le,1,1,1,72
quiten,1,1,1,2
pena,1,1,1,11
tras,1,1,1,6
destrozan,1,1,1,2
lastiman,1,1,1,2
pobre,1,1,1,11
corazon,1,1,1,28
cansado,1,1,1,4
esperare,1,1,1,5
diosito,1,1,1,4
santo,1,1,1,6
feo,1,1,1,3
sabe,1,1,1,25
miel,1,1,1,5
amarga,1,1,1,4
su,1,1,1,101
traicion,1,1,1,3
toda,1,1,1,19
arancarla,1,1,1,3
voy,1,1,1,93
lejo,1,1,1,19
pongo,1,1,1,4
tierra,1,1,1,14
medio,1,1,1,8
pue,1,1,1,25
quedo,1,1,1,18
salieron,1,1,1,3
madrugada,1,1,1,6
oiha,1,1,1,2
canto,1,1,1,5
gallos,1,1,1,2
iban,1,1,1,3
hacer,1,1,1,38
jornada,1,1,1,2
lomo,1,1,1,2
sus,1,1,1,34
caballo,1,1,1,14
fiesta,1,1,1,2
celebraba,1,1,1,2
rancho,1,1,1,4
del,1,1,1,82
pitayo,1,1,1,2
padre,2,1,1,16
les,1,1,1,23
consejo,1,1,1,4
apartir,1,1,1,2
aprestaban,1,1,1,2
cuiden,1,1,1,2
peyejo,1,1,1,2
acaba,1,1,1,7
viejo,1,1,1,3
hermanos,1,1,1,3
pensaban,1,1,1,2
pedro,1,1,1,2
fabian,1,1,1,2
dale,1,1,2,2
trago,1,1,1,6
jose,1,1,1,3
luis,1,1,1,3
ese,1,1,1,14
mezcal,1,1,1,2
seinta,1,1,1,2
ahorita,1,1,1,4
noma,1,1,1,3
yegar,1,1,1,2
divertir,1,1,1,2
arribaron,1,1,1,2
baile,1,1,1,3
dirigieron,1,1,1,2
andaba,1,1,1,2
aire,1,1,1,21
eyo,1,1,1,2
presintieron,1,1,1,2
eran,1,1,1,5
mucho,1,1,1,22
rivale,1,1,1,2
viejos,1,1,1,2
reencores,1,1,1,2
surgieron,1,1,1,3
rondando,1,1,1,2
jacale,1,1,1,2
abrieron,1,1,1,2
asi,1,1,1,68
matan,1,1,1,3
cobard,1,1,1,2
acosa,1,1,1,2
miedo,1,1,1,37
viejito,1,1,1,2
solitario,1,1,1,8
esperansa,1,1,1,2
ninguna,1,1,1,5
cuida,1,1,1,2
tre,1,1,3,8
fortuna,1,1,1,2
va,1,1,1,2
panteon,1,1,1,2
visitar,1,1,1,2
tumba,1,1,1,2
terminada,1,1,1,2
barca,1,1,1,3
esperando,1,1,1,18
tiene,1,1,1,32
existir,1,1,1,6
lugar,1,1,1,24
envidia,1,1,1,3
maldad,1,1,1,4
desconcierto,1,1,1,3
encuentre,1,1,1,7
haya,1,1,1,10
otro,1,1,1,45
lado,1,1,1,36
sol,1,1,2,30
viaje,1,1,1,7
prepara,1,1,1,5
equipaje,1,1,1,4
despertar,1,1,1,6
nueva,1,1,1,10
luz,1,1,3,12
guiara,1,1,1,3
mar,1,1,1,24
azul,1,1,1,10
abriendo,1,1,1,7
camino,1,1,1,27
deprisa,1,1,1,3
brisa,1,1,1,3
vendrá,1,1,1,3
buscar,1,1,1,8
llevara,1,1,1,3
amanecer,1,1,1,17
queda,1,1,1,13
nada,1,1,1,69
mundo,1,1,1,53
haga,1,1,1,4
conservar,1,1,1,2
marchar,1,1,1,3
tomame,1,1,1,2
mano,1,1,1,11
duerme,1,1,1,5
piense,1,1,1,7
mas,1,1,1,32
caminos,1,1,1,6
jugarme,1,1,1,4
albur,1,1,1,3
baraja,1,1,1,4
oro,1,1,1,11
gano,1,1,1,6
estuvo,1,1,1,5
pierdo,1,1,1,12
modo,1,1,1,12
soy,1,1,1,45
hombre,1,1,1,14
lloro,1,1,1,4
mujer,1,1,1,60
barajas,1,1,1,4
barajear,1,1,1,4
cuál,1,1,1,3
tuya,1,1,1,15
apostar,1,1,1,4
despub,1,1,1,14
perdido,1,1,3,19
quiera,1,1,1,21
jugar,1,1,1,9
sí,1,1,1,11
juega,1,1,1,10
malicia,1,1,1,11
sota,1,1,1,7
aparece,1,1,1,10
caballero,1,1,1,7
dispense,1,1,1,7
bue,1,1,1,10
amigo,1,1,1,30
llegué,1,1,1,10
agüite,1,1,1,3
pariente,1,1,1,4
quitío,1,1,1,3
mejorcita,1,1,1,3
hemo,1,1,1,4
deseado,1,1,1,3
aguantar,1,1,1,3
vara,1,1,1,3
señor,1,1,1,3
arriba,1,1,1,13
laguna,1,1,1,3
seca,1,1,1,3
creer,1,1,1,9
pantera,1,1,1,4
pierde,1,1,1,11
portamoneda,1,1,1,3
vece,1,1,1,49
llega,1,1,1,8
camisa,1,1,1,5
reclamo,1,1,1,4
regando,1,1,1,4
rosal,1,1,1,4
cortar,1,1,1,4
flor,1,1,1,8
mayo,1,1,1,4
perdóneme,1,1,1,3
copas,1,1,1,4
saturdays,1,2,2,1
college,2,1,2,1
football,3,1,2,2
barbecue,1,1,2,1
fan,1,1,4,1
faulkner,1,1,2,1
cook,7,2,5,1
fries,1,1,2,1
honky,8,1,2,1
tonk,8,1,2,1
truck,3,2,5,2
redman,1,1,2,1
dam,1,3,4,2
nascar,1,1,2,1
george,5,1,2,1
strait,1,1,2,1
scuff,2,1,2,1
cowboy,2,2,2,6
jeans,4,1,3,1
8,1,1,3,1
rocky,3,1,2,1
cream,2,1,5,1
holdin,5,8,5,3
emotional,1,1,5,4
stealin,1,1,3,5
bread,6,5,8,5
decadent,1,1,1,5
powerless,1,1,1,5
cup,1,5,5,8
overfill,1,1,1,5
table,4,2,2,21
cookin,2,1,1,5
farmin,1,1,1,5
chokin,1,1,1,5
coate,10,1,1,1
raindrop,17,1,2,1
thigh,1,4,2,1
ima,1,1,2,1
tron,1,1,2,1
lime,1,1,2,5
gass,1,1,2,1
reply,2,4,4,1
glorify,1,2,8,1
unbelievable,2,1,2,1
matchless,1,1,3,1
undeniable,1,1,2,1
accept,2,2,9,4
faithfully,1,1,2,1
process,1,3,2,1
thousandth,1,1,2,1
canva,2,1,3,3
conference,1,1,2,1
retreat,2,1,2,3
seminar,1,1,2,1
z,1,1,2,2
web,1,4,2,3
surf,3,3,2,4
buzzing,1,2,2,3
important,4,2,3,2
east,4,8,4,4
seventh,5,2,2,2
lurk,1,2,2,1
creator,1,2,6,1
maker,1,3,4,1
gods,1,6,2,6
ash,2,19,11,3
healer,1,1,29,1
awesome,1,1,67,1
traveler,2,1,1,1
pilgrims,2,1,1,1
longing,7,1,8,2
dreamt,2,1,1,1
mountain,23,17,49,4
prepare,3,14,15,2
content,3,3,1,1
shimmy,1,1,13,1
cocoapop,1,1,6,1
chocolate,3,1,6,1
cocoa,6,1,18,1
pardon,1,2,2,5
nearness,1,1,2,1
mmmm,1,3,7,1
achieve,1,2,2,3
buyin,1,1,2,1
awright,1,1,10,1
sincerely,1,1,2,1
funny,2,7,12,10
robbery,1,1,2,1
tummy,1,1,6,1
lotion,1,2,9,1
coldly,1,1,2,1
disrespect,4,1,2,2
smack,1,5,3,2
aww,3,1,3,3
thouch,1,1,2,1
pumpin,1,2,3,1
hump,1,1,3,1
cept,1,1,2,1
cutie,19,1,2,1
booty,1,2,2,1
nut,1,2,4,2
havin,4,10,6,1
crossover,1,1,2,1
hah,3,1,7,1
mndr,1,1,1,4
q,1,1,1,6
deux,1,1,1,4
trois,1,1,1,4
feathers,1,1,1,2
pluck,1,2,1,3
skylark,1,1,1,2
moulting,1,1,1,2
plane,5,13,4,2
contract,1,1,3,2
symbolise,1,1,1,2
grubby,1,1,1,2
grandstand,1,1,1,2
shitty,1,1,1,2
bon,1,2,1,3
vie,1,1,1,2
silhouette,1,1,1,8
je,1,2,3,15
plumerai,1,1,1,13
tête,1,1,1,13
alouette,1,1,1,4
cruel,1,9,2,37
fittin,1,1,2,2
hidden,3,3,2,2
division,1,3,1,2
lab,1,1,1,2
incision,1,2,1,7
fricasse,1,1,1,2
clearly,5,1,4,3
decide,4,11,6,5
difficile,1,1,1,2
imbecile,1,1,1,2
rumor,1,6,1,2
log,1,1,4,2
shoulder,7,12,2,14
weavin,1,1,1,4
believin,2,1,3,4
proof,1,2,5,4
structure,1,3,1,3
aim,3,28,4,6
perch,1,2,1,3
nest,5,4,1,2
jeb,1,1,1,2
rifle,1,2,1,4
hill,5,7,12,6
lone,1,1,1,3
rider,1,1,3,4
crossing,1,1,4,3
bead,1,2,2,2
stream,21,3,1,3
salt,1,5,3,3
sheriff,1,1,1,2
courthouse,1,1,1,2
courtroom,1,1,1,2
verdict,1,1,1,2
orphaned,1,1,2,2
widow,2,1,1,2
gallow,1,2,1,2
distance,7,6,2,8
fetch,1,1,1,2
kingdom,4,2,2,8
perpetual,1,1,7,2
fifty,2,3,2,2
milky,1,1,2,1
shrink,1,1,2,3
bluebird,11,1,1,1
conversation,1,3,3,4
indignation,1,1,1,2
kin,3,4,6,3
slide,3,16,2,4
insults,1,1,1,2
callouse,2,1,1,2
shatter,3,9,2,4
sly,1,7,1,3
track,7,6,2,9
revenge,1,6,1,6
foe,1,2,1,3
future,14,10,16,3
indeed,8,1,2,2
ach,1,1,2,2
grief,1,2,4,2
apple,6,1,1,3
callous,1,1,2,4
outlet,1,1,1,2
miserable,1,6,1,6
changin,2,1,10,1
flowin,2,4,1,1
rivers,4,1,1,1
oceans,4,1,2,1
unmove,2,1,9,1
unconsuming,1,1,9,1
compare,3,16,10,1
declare,13,9,4,1
alleluia,11,1,2,1
thank,17,7,53,2
awe,3,1,5,1
skilled,1,1,2,1
stands,1,1,3,1
deed,1,2,3,1
christ,32,5,11,3
sinful,1,1,4,1
solace,1,1,2,1
unfailing,1,1,3,1
fully,1,1,3,1
glorious,2,2,16,1
powerful,2,3,13,1
display,1,1,3,3
marvelous,1,1,4,2
anew,1,1,5,2
eatrh,1,1,2,1
press,2,10,4,2
snapshot,1,4,1,1
dazed,2,1,1,1
worth,9,33,21,15
await,6,6,3,5
guidance,2,5,1,1
replace,5,5,2,3
response,1,14,1,1
endless,3,17,7,5
radiate,1,3,2,2
erase,5,11,3,2
overtaken,1,3,1,1
grateful,99,3,2,1
pierce,2,9,1,1
ritz,1,1,2,1
footstep,2,3,5,1
joke,2,7,3,3
eden,2,2,3,1
wisdom,3,2,21,4
starless,2,1,2,1
void,1,3,3,3
wrath,1,7,2,1
sodom,1,1,2,1
tabernacle,5,1,1,1
galaxy,13,1,1,1
universe,13,2,3,8
celebrate,12,7,9,1
stumble,5,5,2,1
reveal,7,3,2,4
mindful,1,1,6,1
x3,3,1,2,1
miracle,3,3,97,1
blindly,1,1,4,6
violence,1,14,3,1
worldwide,1,1,3,1
drug,1,12,29,6
eliminate,1,6,3,1
incentive,1,1,3,1
ok,2,1,10,9
creation,9,2,6,1
testify,17,1,3,3
witness,8,1,3,4
valley,5,26,4,5
colors,3,1,1,1
mountains,3,4,1,1
daily,4,1,10,1
foolishness,1,1,6,1
sonicpraise,1,1,2,1
album,2,2,5,1
version,5,9,8,3
wow,2,5,6,14
yellow,19,2,9,2
lisa,1,1,4,27
extraño,1,1,1,5
mcs,1,1,1,75
nunca,1,1,3,66
sé,1,1,1,40
qué,1,1,1,77
despierto,1,1,1,3
recuerdo,1,1,3,12
espera,1,1,1,15
ti,2,1,3,278
espejo,1,1,1,5
miente,1,1,1,2
diferente,1,1,1,9
hace,2,1,1,42
falta,1,1,1,36
tú,3,1,1,114
gente,1,1,1,20
igual,1,1,1,22
mal,1,1,3,14
estabas,1,1,1,7
frío,1,1,1,10
pregunta,1,1,1,8
dónde,1,1,1,12
estcs,1,1,1,48
hubiera,1,1,1,7
ido,1,1,1,9
asombre,1,1,1,3
digo,1,1,1,18
fuiste,1,1,1,15
ingrato,1,1,1,3
lindo,1,1,1,6
negro,1,1,1,6
alumbraron,1,1,1,3
pensar,1,1,1,15
adoraba,1,1,1,7
tiernamente,1,1,1,3
esa,1,1,1,61
raras,1,1,1,3
boca,1,1,1,80
vi,1,1,1,22
amore,1,1,12,6
mio,1,1,1,15
hiciste,1,1,1,5
conformarme,1,1,1,2
poderte,1,1,1,2
contemplar,1,1,1,2
pagaste,1,1,1,2
cariño,1,1,1,9
sincero,1,1,1,8
conseguirr,1,1,1,2
dejaste,1,1,1,8
quererme,1,1,1,3
cuidado,1,1,1,3
eso,1,1,1,32
enterara,1,1,1,3
decir,1,1,1,22
cambio,1,1,1,18
burlaran,1,1,1,3
sepa,1,1,1,8
pensando,1,1,1,14
felicidad,1,1,29,8
conocí,1,1,1,3
fui,1,1,1,23
olvide,1,1,1,7
sufría,1,1,1,2
derramo,1,1,1,2
fin,1,1,1,19
deje,1,1,1,17
pelo,1,1,1,5
casi,1,1,1,11
blanco,1,1,1,12
destrozado,1,1,1,5
llaman,1,1,1,2
anciano,1,1,1,2
mira,1,1,1,7
dejado,1,1,1,5
acabado,1,1,1,2
aceptar,1,1,1,5
tenga,1,1,1,2
algún,1,1,1,10
ust,1,1,1,7
tendrá,1,1,1,2
quisiera,1,1,1,14
jamq,1,1,1,17
necesidad,1,1,1,17
problema,1,1,1,15
libertad,1,1,1,18
ir,1,1,1,24
hablar,1,1,1,16
andar,3,1,1,15
penas,1,1,1,13
mientras,1,1,1,19
cantar,1,1,1,13
reír,1,1,1,10
soñar,1,1,1,16
volar,1,1,1,17
ello,1,1,1,10
frenan,1,1,1,10
mientra,1,1,1,7
llegue,1,1,1,5
imagino,1,1,1,3
amo,1,1,1,26
aprovecho,1,1,1,3
aunque,1,1,1,24
escondida,1,1,1,3
tengamo,1,1,1,2
papcs,1,1,1,2
pedirán,1,1,1,2
querer,1,1,1,15
noche,1,1,1,33
rezarán,1,1,1,2
dirán,1,1,1,2
está,1,1,1,28
quizc,1,1,1,4
querrán,1,1,1,2
lleve,1,1,1,3
allá,1,1,1,13
tristeza,1,1,1,8
daño,1,1,1,12
verle,1,1,1,2
amarle,1,1,1,2
tenerle,1,1,1,3
ellos,1,1,1,4
dicen,1,1,1,6
vació,1,1,1,4
ausencia,1,1,1,7
robo,1,1,1,4
conciencia,1,1,1,4
vuelto,1,1,1,5
oficialmente,1,1,1,5
animalmente,1,1,1,4
abandono,1,1,1,3
cordura,1,1,1,5
prefiero,1,1,1,7
locura,1,1,1,12
conmigo,1,1,1,35
bailo,1,1,1,3
frio,1,1,1,5
cierto,1,1,1,7
estas,1,1,1,43
amas,1,1,1,7
sola,1,1,1,26
debo,1,1,1,6
reaccionar,1,1,1,3
mentira,1,1,1,3
quien,1,1,1,16
juzgue,1,1,1,3
dios,1,1,1,19
colegio,1,1,1,12
educo,1,1,1,2
polvo,1,1,1,5
formado,1,1,1,2
solamemte,1,1,1,2
invierno,1,1,1,4
gran,1,1,1,6
castillo,1,1,1,3
diamante,2,1,1,2
luego,1,1,1,4
vuelvo,1,1,1,8
conformar,1,1,1,2
andante,1,1,1,2
mala,1,1,1,11
recordarte,1,1,1,2
enamorada,1,1,1,2
persona,1,1,1,5
equivocada,1,1,1,2
alguien,1,1,1,14
tonta,1,1,1,2
muere,1,1,1,13
regreso,1,1,1,3
atrapada,1,1,1,2
seducción,1,1,1,2
otra,1,1,1,40
luna,1,1,1,8
olvida,1,1,1,5
buscare,1,1,1,3
bandido,1,1,1,7
atrapare,1,1,1,4
maldito,1,1,1,5
juro,1,1,1,15
pagaras,1,1,1,3
mío,1,1,1,8
tienen,1,1,1,4
algo,1,1,1,32
pendiente,1,1,1,5
enamora,1,1,1,11
capa,1,1,1,4
cualquier,1,1,1,7
doy,1,1,1,16
vuelve,1,1,1,9
fecha,1,1,1,7
encuentro,1,1,1,18
cambiada,1,1,1,2
reproch,1,1,1,2
buscas,1,1,1,3
vengo,1,1,1,11
notando,1,1,1,2
celo,1,1,1,4
corroe,1,1,1,2
joan,1,1,1,5
sebastian,1,2,1,3
lópez,1,1,1,5
será,1,1,1,11
dejarte,1,1,1,7
encuentras,1,1,1,3
nuevo,1,1,1,17
ocupa,1,1,1,7
sitio,1,1,1,6
duda,1,1,1,7
peor,1,1,1,9
enemigo,1,1,1,4
ausente,1,1,1,4
tienes,1,1,1,4
mente,1,1,1,17
rumora,1,1,1,7
asunto,1,1,1,4
importante,1,1,1,6
pueblo,1,1,1,4
estrenando,1,1,1,3
cambiado,1,1,1,7
indiferencia,1,1,1,2
había,1,1,1,19
acostumbrado,1,1,1,2
preguntando,1,1,1,3
sólo,1,1,1,15
orgullo,1,1,1,10
lastimando,1,1,1,2
anda,1,1,1,26
hagas,1,1,1,6
cabo,1,1,1,5
somos,1,1,1,23
nerviosa,1,1,1,5
sienta,1,1,1,4
sentías,1,1,1,6
dudo,1,1,1,18
mecías,1,1,1,6
volabas,1,1,1,6
podrán,1,1,1,6
llorado,1,1,1,13
llorando,1,1,1,26
pase,1,1,1,8
cancion,1,1,1,8
agrego,1,1,1,2
sepan,1,1,1,2
dedico,1,1,1,2
cahvo,1,1,1,2
amado,1,1,1,4
vea,1,1,1,4
acuerde,1,1,1,2
aqui,3,1,1,30
esperandolo,1,1,1,2
alberto,1,1,1,2
samano,1,1,1,2
ante,1,1,1,13
march,1,6,2,4
dejame,1,1,1,4
decirte,1,1,1,23
mat,1,1,1,2
irte,1,1,1,7
perderte,1,1,1,6
seria,1,1,1,3
tenerte,1,1,1,10
nesecito,1,1,1,3
cerca,1,1,1,5
vallas,1,1,1,3
tar,1,1,1,2
serca,1,1,1,2
quién,1,1,1,17
busca,1,1,1,5
enfrenta,1,1,1,2
soledad,1,1,1,12
sueña,1,1,1,3
cierra,1,1,1,3
realidad,1,1,1,5
pasó,1,1,1,11
alguna,1,1,1,11
dormir,1,1,1,5
ilusión,1,1,1,9
estrecha,1,1,1,2
ofrecen,1,1,1,2
escrito,1,1,1,2
atreve,1,1,1,2
mandar,1,1,1,3
edad,1,1,1,2
tuvo,1,1,1,2
rincón,1,1,1,3
portal,1,1,1,2
amó,1,1,1,2
bajo,1,1,1,7
manto,1,1,1,2
oscuridad,1,1,1,3
tarde,1,1,1,23
temprano,1,1,1,8
cumple,1,1,1,6
pasan,1,1,1,8
cielo,1,1,1,30
nuble,1,1,1,5
abrir,1,1,1,6
suyo,1,1,1,3
error,7,1,1,13
llama,1,1,1,2
ama,1,1,1,11
pide,1,1,1,8
perdón,1,1,1,17
faltó,1,1,1,2
valor,1,1,1,5
colgó,1,1,1,2
teléfono,1,1,1,4
oír,1,1,1,2
voz,1,1,1,13
lloró,1,1,1,2
pudo,1,1,1,5
alcanzar,1,1,1,5
perdonar,1,1,1,2
abre,1,1,1,2
pgina,1,1,1,2
incesante,1,1,1,2
humanidad,1,1,1,2
busco,1,1,1,5
llanto,1,1,1,11
escuchar,1,1,1,6
primer,1,1,1,2
grande,1,1,1,3
pequeo,1,1,1,3
descubro,1,1,1,3
sueo,1,1,1,3
enfran,1,1,1,2
piel,1,1,1,26
bello,1,1,1,2
rompen,1,1,1,2
hiel,1,1,1,2
donde,1,1,1,64
existe,1,1,1,4
dolor,1,1,1,26
semilla,1,1,1,2
silencio,1,1,1,16
momento,1,1,1,16
perdn,1,1,1,2
explicar,1,1,1,3
desnuda,1,1,1,2
dicha,1,1,1,2
lograr,1,1,1,2
viento,1,1,1,26
manera,1,1,1,6
ensearno,1,1,1,2
ganar,1,1,1,2
voluntad,1,1,1,3
aprend,1,1,1,2
callar,1,1,1,2
creo,1,1,1,13
hablan,1,1,1,2
muerden,1,1,1,4
hiee,1,1,1,4
razn,1,1,1,2
puro,1,1,1,5
reina,1,1,1,9
comprenda,1,1,1,9
piedra,1,1,1,7
tambien,1,1,1,6
alguno,1,1,1,2
impedimento,1,1,1,2
boda,1,1,1,2
diga,1,1,1,15
calle,1,1,1,5
iglesia,1,1,1,5
estaba,1,1,1,10
iluminada,1,1,1,2
mucha,1,1,1,3
invitada,1,1,1,2
también,1,1,1,10
sentía,1,1,1,2
justo,1,1,1,2
casaba,1,1,1,2
ella,1,1,1,36
llego,1,1,1,2
acompañada,1,1,1,2
padrino,1,1,1,2
llevaba,1,1,1,2
tuve,1,1,1,6
aquel,1,1,1,14
anillo,1,1,1,2
daba,1,1,1,6
salida,1,1,1,2
engalanada,1,1,1,2
casada,1,1,1,2
viva,1,1,1,3
acerque,1,1,1,2
desearle,1,1,1,2
fuese,1,1,1,2
resulta,1,1,1,3
imaginaba,1,1,1,3
encontrarme,1,1,1,3
cara,1,1,1,17
supo,1,1,1,4
vestido,1,1,1,9
iba,1,1,1,7
mojando,1,1,1,3
migo,1,1,1,2
aceptaba,1,1,1,2
enfrentar,1,1,1,2
contigo,1,1,1,33
sentimiento,1,1,1,6
papel,1,1,1,8
lleva,1,1,1,10
sube,1,1,1,4
cae,1,1,1,5
dicho,1,1,1,7
duele,1,1,1,49
mentías,1,1,1,3
perdí,1,1,1,3
tuyo,1,1,1,14
veras,1,1,1,7
comprendo,1,1,1,6
tampoco,1,1,1,6
sinceró,1,1,1,3
forma,1,1,1,11
salia,1,1,1,2
perdedor,1,1,1,6
sabia,1,1,1,3
rodado,1,1,1,2
abajo,1,1,1,2
milagrito,1,1,1,2
más,1,1,1,4
agradesco,1,1,1,3
lección,1,1,1,3
cortado,1,1,1,2
madura,1,1,1,2
amarguras,1,1,1,2
hecho,1,1,1,16
tanta,1,1,1,19
siento,1,1,1,36
estará,1,1,1,5
pasando,1,1,1,7
necesito,1,1,1,11
aquí,1,1,3,73
consolarme,1,1,1,2
enamorando,1,1,1,5
perdidamente,1,1,1,3
decía,1,1,1,3
volvería,1,1,1,3
pasar,1,1,1,14
desesperadamente,1,1,1,3
esperaba,1,1,1,3
estuve,1,1,1,4
pensaba,1,1,1,3
presentí,1,1,1,2
soñando,1,1,1,4
vivo,1,1,1,6
dia,1,1,1,21
regresare,1,1,1,3
olvidare,1,1,1,3
culpa,1,1,1,8
entonce,1,1,1,3
burlaste,1,1,1,2
concideracion,1,1,1,4
quieres,1,1,1,2
gato,1,1,1,6
raton,1,1,1,6
jugabas,1,1,1,3
extra�e,1,1,1,3
falte,1,1,1,2
tier,1,1,1,2
roce,1,1,1,2
sencillamente,1,1,1,4
canso,1,1,1,2
tiendo,1,1,1,2
recordar,1,1,1,7
ayer,1,1,1,17
nostalgia,1,1,1,7
explicaci�n,1,1,1,3
amaneci�,1,1,1,3
nublado,1,1,1,3
gris,1,1,1,19
pone,1,1,1,10
corazon�,1,1,1,2
sentimental,1,1,2,5
dulce,1,1,1,6
disfruto,1,1,1,2
amargura,1,1,1,2
asfalto,1,1,1,2
florecan,1,1,1,2
cerezo,1,1,1,2
hubo,1,1,1,6
as�,1,1,1,2
coraz,1,1,1,2
nimodo,1,1,1,2
cual,1,1,1,4
quieras,1,1,1,2
esque,1,1,1,3
llegé,1,1,1,2
perdoneme,1,1,1,2
portamonedas,1,1,1,2
movement,5,2,1,5
borne,1,1,1,5
glowin,1,1,1,3
nin,1,1,4,3
lettin,1,2,2,1
silly,2,10,21,2
heartbreak,1,1,3,11
rocket,1,5,2,1
centrifugal,1,1,6,1
pivotal,1,1,5,1
unstoppable,1,1,5,12
cinderella,1,1,2,1
knight,1,1,3,1
unthinkable,1,1,2,1
unsinkable,1,1,2,1
rooftop,1,11,2,1
subliminal,1,3,3,1
criminal,1,6,3,2
advice,1,2,5,2
insist,1,2,4,1
safe,30,7,3,2
brian,2,5,1,1
nick,2,4,1,2
heartache,7,7,5,3
aj,1,4,1,1
gasoline,3,13,1,2
matchbox,1,3,1,1
sh,1,4,1,9
steamin,1,4,1,1
creamin,1,3,1,1
fiendin,1,3,1,1
redeem,6,3,1,1
uhh,1,5,1,1
helen,1,2,1,7
fireman,1,3,1,1
911,1,3,1,1
firespitter,1,2,1,1
invite,1,5,2,1
kerosene,1,3,1,3
haha,1,3,2,1
stingin,1,4,1,1
tt,2,2,1,1
hehe,1,2,1,1
frighten,1,4,1,1
dawn,27,5,6,9
month,3,1,3,4
lonesome,2,2,1,6
virtue,1,2,1,2
figure,6,4,8,17
x2,7,2,1,2
sweetheart,7,1,12,1
ooooo,1,1,2,1
berlin,1,1,7,1
pump,1,2,25,3
maiden,1,1,2,13
clue,1,3,5,7
houu,1,1,8,1
snake,2,9,1,6
lizard,1,4,1,1
bump,2,3,4,16
cuz,14,34,4,5
halloween,1,5,1,2
absurd,1,3,1,5
teeny,1,2,1,1
brink,1,2,1,2
bay,1,3,1,2
denials,1,2,1,1
reprisal,1,2,1,1
eh,17,3,4,50
direction,10,3,3,3
cant,1,1,2,1
male,1,1,2,1
gona,1,1,2,1
il,1,1,2,3
qualified,1,1,2,1
harm,12,4,5,4
cling,2,1,3,1
greatness,2,2,2,1
gracious,3,1,1,1
walt,1,15,1,8
interced,1,1,1,2
infinite,1,3,2,2
freeze,6,5,2,6
awaken,2,3,3,2
proclaim,3,1,3,1
gazed,1,1,2,1
echo,23,1,3,3
farthest,1,1,2,1
worshipping,1,1,2,1
boast,1,1,2,1
matters,1,1,2,1
sustain,2,1,2,1
provide,3,3,4,1
cease,3,3,3,1
m,13,16,22,6
id,1,3,6,2
unity,1,8,4,1
restore,1,1,4,1
christians,1,1,5,1
dignity,6,1,3,1
amaze,1,2,7,1
cost,2,6,9,1
robbie,1,1,3,1
seay,1,1,3,1
miscellaneous,2,2,4,1
deepest,2,7,6,1
loudest,1,1,3,1
comfort,13,7,10,11
giver,1,1,3,1
forgiver,1,1,4,1
wersquo,1,6,1,1
clarity,1,2,2,1
donrsquo,1,2,1,1
letrsquo,1,5,1,1
isnrsquo,1,5,1,1
irsquo,1,3,1,1
ability,1,1,2,1
enthroned,1,1,2,1
blaze,1,12,7,2
strand,3,3,1,2
careful,1,2,2,1
nuff,1,4,16,1
ahha,8,1,2,1
sir,2,1,6,4
starts,2,1,1,3
whistle,14,1,1,6
embarrass,2,1,1,1
blister,2,1,1,1
sole,3,4,5,1
co,2,2,1,1
mhm,3,1,31,1
candle,4,8,10,14
double,2,11,3,3
desperately,1,1,3,5
ponder,1,1,3,1
solution,4,5,3,2
asleep,8,4,4,8
sexual,1,7,2,1
