word,relaxed,angry,happy,sad
drink,16,18,12,28
shoot,3,24,7,11
beating,1,2,1,1
distributor,1,2,1,1
become,17,36,30,16
prayer,7,15,5,4
invade,2,2,3,2
infanticide,1,2,1,1
spoken,3,4,5,1
intro,2,6,2,5
strother,1,2,1,1
martin,1,2,2,1
failure,1,9,2,1
communicate,1,2,1,2
whistling,1,2,1,1
woman,66,65,66,25
breeding,1,2,1,1
feed,3,18,4,25
lead,11,28,24,17
billion,1,3,1,3
shift,1,3,1,1
brainwash,2,7,1,1
human,4,24,3,7
rights,1,11,1,1
wash,8,14,8,17
genocide,1,3,1,1
civil,2,11,1,1
d,1,7,13,6
armband,1,2,1,1
memory,32,29,29,25
kennedy,1,2,1,1
numb,7,7,2,3
vietnam,1,5,1,1
dc,1,2,1,1
remind,10,3,21,9
freedom,12,14,3,3
land,36,17,4,16
rich,11,10,5,1
poor,11,14,9,2
hungry,1,11,3,12
sellin,1,4,1,1
grocery,2,4,1,1
fresh,1,6,3,9
shoe,6,6,3,6
spilling,1,2,1,1
wallow,1,7,1,1
leader,1,8,1,1
hypnotize,1,2,4,1
carry,16,12,13,10
cross,14,12,23,8
homicide,1,2,1,1
bear,40,29,38,25
practice,1,3,1,2
selective,1,2,1,1
annihilation,1,6,1,2
mayor,1,3,1,4
government,2,4,3,1
official,1,2,1,2
example,2,3,1,1
vacuum,1,4,1,3
popular,1,2,1,1
advance,1,2,3,1
woah,2,11,7,5
bout,22,8,23,21
anyway,5,12,32,8
disapproving,1,2,1,1
glance,2,3,2,1
shock,1,4,6,42
ice,6,15,6,3
surround,13,14,8,16
pill,1,10,1,6
urge,2,2,1,1
grab,4,3,3,4
dusty,4,4,1,1
bottle,1,7,1,2
liquor,1,2,6,1
spill,3,6,1,5
devoid,1,2,1,1
thrill,2,7,30,2
bloodshot,1,2,1,1
selfish,3,3,2,3
search,21,37,43,25
king,67,12,62,13
emptiness,2,5,2,1
drown,2,18,1,1
obviously,1,1,1,3
skew,1,1,1,4
present,17,11,5,9
healthy,1,4,1,4
dose,1,1,1,4
evident,1,1,1,3
fabrication,1,1,1,3
undone,2,5,2,8
vitamin,1,3,1,3
tune,21,3,5,8
understand,43,31,47,24
shriek,1,1,1,3
across,28,9,10,15
rag,2,2,1,17
tongue,3,4,13,13
convulsing,1,1,1,3
agether,1,1,1,3
violently,1,1,1,3
aloud,5,1,1,3
bound,17,9,1,13
triumphantly,1,1,1,3
pray,16,9,24,23
cool,17,32,12,7
superbeast,1,1,1,7
stir,2,1,1,2
wrist,1,4,1,4
possession,1,1,1,2
icy,1,1,1,3
scratch,2,5,4,19
someday,16,13,24,6
diagnose,2,1,1,1
stupid,2,51,2,35
mommy,3,1,1,1
agree,4,5,2,2
weak,12,18,3,7
join,3,6,30,8
clone,2,1,1,1
visit,10,1,2,2
early,10,7,6,18
cat,6,8,5,18
pur,1,5,1,1
bitch,3,16,3,52
hurricane,2,46,2,16
shout,14,20,6,14
lust,6,5,29,1
loose,4,9,5,8
wolf,2,8,1,1
hunt,2,9,1,3
sting,3,5,1,1
suppose,5,16,4,1
seethe,1,2,1,1
animosity,1,2,1,1
owe,13,2,1,1
apology,3,2,1,1
terrible,1,29,1,4
salvation,4,5,3,8
hatred,1,17,1,3
extreme,1,3,1,2
ignorance,1,4,1,2
security,1,4,3,2
despise,1,7,1,1
moral,1,3,1,1
decay,1,10,1,2
betray,3,13,1,5
disease,2,11,2,4
outro,4,6,3,3
background,1,2,1,2
whisper,8,8,13,5
wick,4,17,1,4
garden,14,10,4,2
heard,1,6,13,2
naked,1,4,4,3
fountain,1,2,4,1
drow,3,39,2,6
bind,9,2,2,2
scared,8,74,2,3
vampire,7,3,1,1
drain,2,5,1,3
destroyer,1,5,1,1
flame,7,62,11,10
ol,7,6,13,12
despite,3,26,1,1
rat,2,26,1,4
animal,2,20,1,4
son,23,26,8,24
hurry,10,15,9,3
late,14,28,8,13
memoria,1,27,1,11
douse,2,3,1,1
soak,2,3,1,2
bleach,1,3,1,1
trend,1,3,1,1
gun,4,138,5,10
generals,1,3,1,1
gather,10,9,1,10
mass,1,8,1,1
witch,2,7,1,1
plot,1,5,1,1
sorcerer,1,4,1,1
construction,1,5,2,2
field,8,9,4,5
machine,6,43,4,16
mankind,5,10,1,2
poisoning,1,4,1,2
politicians,1,4,1,1
pawn,1,4,1,1
chess,1,4,1,2
judgment,1,7,2,2
ashes,1,3,1,1
strike,2,16,5,9
satan,2,5,1,1
awake,4,8,4,8
button,2,7,2,2
feels,5,11,1,2
survive,2,35,11,12
enslave,1,2,1,1
mission,3,4,3,8
color,47,8,9,20
oath,1,3,1,1
defend,1,5,1,3
explanation,1,2,1,1
unlock,1,2,1,1
vocation,1,2,1,2
unfortunate,1,2,1,1
discover,4,3,5,3
unable,1,3,1,1
indestructible,1,10,1,1
determination,1,5,1,1
incorruptible,1,5,1,1
terror,1,10,3,4
behold,5,8,4,2
unavoidable,1,5,1,1
opponent,1,5,1,1
tend,1,6,1,1
invincible,1,5,12,1
master,2,17,1,3
fuse,1,5,1,1
uncover,1,2,1,1
dedication,1,6,2,1
protect,6,12,2,5
order,2,12,1,2
declaration,1,2,1,1
embed,1,2,1,1
permanent,2,3,1,1
reminder,1,2,1,1
hesitation,2,3,1,1
refuse,2,5,2,5
riot,8,91,1,1
filthy,1,2,2,1
piss,2,4,1,2
pair,2,1,2,1
sack,2,4,1,3
clothes,9,5,10,7
hang,25,35,25,31
pole,3,5,2,2
ragweed,2,1,1,1
radio,7,12,6,5
banjo,2,1,1,1
spotlight,2,9,1,1
stroll,11,1,4,4
enjoy,16,4,1,1
million,12,37,8,13
tan,4,5,3,68
toe,4,1,4,8
tickle,2,2,3,1
sand,11,4,6,7
watchin,4,8,3,1
resting,3,1,1,2
groove,5,3,15,4
hotter,6,4,1,1
takin,5,7,9,2
hammock,2,1,1,1
nice,58,18,9,24
breezy,2,1,1,1
sleeping,7,7,3,11
sunglass,2,1,2,1
concoction,2,1,1,1
smooth,2,4,1,1
molass,2,1,1,1
uncle,2,1,6,2
kennys,2,1,1,1
van,3,1,1,18
somewhere,38,19,23,4
dissolve,3,2,1,1
country,14,4,3,2
underneath,15,8,1,4
harvest,4,1,1,2
kick,6,6,9,16
list,5,5,19,4
barely,5,4,1,5
bag,4,4,2,6
pack,4,5,7,9
lucky,7,7,76,17
paris,5,1,8,1
rome,5,1,2,1
enough,51,51,93,38
flat,3,1,1,2
airplane,3,1,1,1
sunny,10,5,4,2
winter,14,7,8,4
quite,12,7,7,10
strong,19,26,117,15
welcome,15,13,1,3
nocturnal,1,3,1,1
vacation,1,2,1,2
unnecessary,1,3,1,1
sedation,1,2,1,1
breakdown,1,23,2,2
scare,1,3,3,4
book,16,3,4,7
moonlight,5,3,5,2
vow,7,8,6,4
midnight,11,4,5,4
uptight,2,2,1,1
hangin,8,4,10,2
wantin,1,2,1,1
jack,2,4,2,4
talkin,8,24,10,15
town,54,15,16,29
messin,3,2,2,1
jealous,11,6,4,2
lookin,22,5,13,14
clown,3,3,1,3
ow,2,12,9,7
daylight,4,3,1,2
spite,3,2,3,2
ahead,14,20,3,13
somethin,3,13,5,9
onto,1,7,4,2
anyone,10,9,30,18
madly,1,11,12,1
badly,4,3,3,1
wan,6,4,3,1
daddy,44,14,9,1
walkin,4,5,4,4
thousand,21,21,14,12
blue,218,62,38,63
horse,4,3,6,3
mark,1,6,8,5
cocaine,3,22,2,1
news,9,8,2,4
bly,35,11,7,12
constant,1,3,1,1
busy,2,7,1,9
signal,2,5,1,3
uneasy,2,3,1,2
nasty,1,5,2,43
vision,11,10,7,3
smokin,1,7,1,2
dumb,7,5,5,2
sum,1,2,1,1
bewilder,1,2,1,1
siren,4,4,1,3
whining,1,2,1,1
blinded,3,3,2,2
drum,2,14,3,6
knock,12,13,5,15
hot,28,39,12,7
joy,55,46,329,77
flower,23,4,9,6
breast,1,3,2,2
schooling,1,2,2,1
phony,4,2,1,2
depend,5,2,6,9
family,48,8,6,3
problem,4,7,19,6
detail,1,2,1,1
wail,1,3,1,2
meantime,1,2,1,1
hush,2,3,2,26
doin,18,14,3,9
fever,1,4,2,94
ten,2,14,4,3
kitty,1,1,1,2
doctor,2,8,1,10
cure,1,3,3,6
dangerous,5,4,4,2
choo,1,1,1,3
pussy,1,1,4,7
purr,1,1,1,2
stroke,2,1,1,3
papers,1,1,2,5
guy,11,13,15,16
clean,3,6,9,14
obscene,1,6,1,5
instrumental,4,1,1,3
claw,2,3,1,3
social,1,2,1,2
circle,3,1,2,12
dad,3,1,4,2
incognito,1,1,1,2
reverend,2,1,1,2
smith,1,1,1,2
recognize,3,2,1,7
punch,2,6,1,4
miner,2,1,3,1
gold,27,7,23,3
expression,2,2,3,1
searchin,5,1,8,1
hollywood,2,1,4,2
redwood,2,1,2,1
ocean,11,8,18,7
shy,4,1,1,27
mamma,7,2,1,1
excuse,7,4,6,3
build,23,17,15,17
iâ€™m,2,1,2,1
hesitate,1,5,7,1
mire,1,6,1,2
pyre,1,6,1,1
25,1,2,2,1
kid,16,17,3,11
pistol,1,2,2,2
action,2,7,6,3
mile,22,14,8,8
whiskey,1,2,1,2
brand,8,7,4,7
oak,3,2,1,3
coke,1,2,2,3
needle,2,5,3,21
toke,1,2,2,2
prince,2,1,1,2
charm,5,2,6,7
lude,1,1,1,2
stick,8,13,9,19
hoo,6,4,19,11
confront,1,1,1,2
monkey,1,7,1,59
tough,6,5,10,3
cookie,1,3,1,1
duke,1,4,1,1
foot,18,16,19,40
notch,1,2,1,2
lipstick,2,2,1,4
case,4,11,2,8
cmon,6,3,41,1
grass,28,14,4,1
green,55,24,7,12
urchin,2,2,1,1
charity,2,2,1,1
eat,26,14,5,15
rags,2,2,1,1
gamble,2,2,1,2
capital,2,2,1,1
strap,2,2,1,3
chair,19,7,1,12
gas,2,2,1,2
chamber,2,2,1,1
surgeon,2,2,1,1
general,2,4,1,1
hazardous,2,2,1,1
cigarette,3,3,1,1
captain,2,3,1,2
america,19,4,1,13
court,3,3,1,1
jester,3,2,1,1
spin,7,4,8,7
satisfied,27,2,6,4
course,4,6,10,4
queen,31,7,6,8
capture,6,1,7,1
square,9,1,2,2
goal,2,1,1,1
anywhere,5,2,9,6
instant,3,1,1,1
karma,3,1,1,1
initial,3,1,1,1
diddit,43,1,1,1
didda,7,1,1,1
ii,3,2,1,1
dreamer,3,1,2,3
romantic,8,6,8,1
silver,13,4,8,11
screen,6,3,1,5
seam,3,1,1,3
settle,2,6,42,2
travellin,1,2,1,1
em,8,26,19,48
twice,12,2,18,10
jone,1,2,1,1
darlin,11,10,19,1
golden,11,10,4,7
dyin,4,5,3,2
satisfyin,1,1,2,1
shuffle,1,1,1,2
locomotive,1,1,1,2
breath,19,20,7,13
loser,1,2,1,2
headlong,1,1,1,2
piston,1,1,1,2
scrape,1,1,1,3
brow,1,1,1,3
charlie,1,1,1,3
handle,3,1,4,9
jump,9,13,15,7
corridor,1,1,1,2
silence,14,16,2,5
howling,1,1,1,2
catches,1,1,1,2
winner,3,1,1,3
gideon,1,1,1,2
bible,4,3,4,3
page,4,3,3,4
whatever,8,13,27,12
doorway,4,2,2,1
woo,4,4,20,14
aah,1,2,5,1
beach,28,2,20,2
sea,31,17,28,33
er,20,16,5,1
dry,11,7,7,1
singular,1,1,1,2
decision,3,2,1,7
illusion,2,9,4,8
pinch,1,2,2,2
alibis,2,2,1,2
ntcha,1,1,1,5
interest,1,1,16,2
opinion,3,1,2,2
sincere,4,3,1,2
guard,5,2,2,10
pocket,4,4,2,7
avoid,1,3,1,4
unpleasant,1,1,1,3
scene,2,8,3,11
iâ€,1,1,1,2
™m,1,1,1,2
ahh,3,3,2,1
least,6,4,3,1
borrow,2,3,5,6
livin,15,11,5,8
pace,2,3,1,4
whoo,10,4,10,5
â€,2,4,1,1
hollow,2,5,2,3
sane,1,1,2,1
limo,1,1,2,1
nein,1,1,2,1
reject,1,7,2,5
bully,2,1,2,1
chilly,1,1,2,1
undercover,3,1,3,1
wednesday,3,1,1,1
hoonu,2,1,1,1
vibe,4,2,2,4
benefit,2,1,1,2
downlow,2,1,1,1
mango,2,1,1,1
beautiful,44,26,162,8
longle,2,1,1,1
short,7,7,3,6
honey,176,31,45,5
sway,5,7,1,2
hip,3,5,4,17
ill,4,5,3,2
im,9,3,3,2
hawaiian,3,1,1,1
superman,2,1,1,1
mend,2,4,12,2
reggae,2,3,1,1
party,14,17,206,7
braddahs,2,1,1,1
sistahs,2,1,1,1
bass,2,2,2,1
bumpin,2,1,1,1
lonley,2,1,1,1
partner,2,2,1,4
skank,6,1,1,1
person,3,3,3,1
seein,2,5,2,1
verse,15,12,19,5
spliff,3,1,1,1
riff,3,2,1,1
skanky,4,1,1,1
herb,3,1,1,1
wine,15,11,14,2
easier,2,2,8,3
eleven,1,1,4,2
private,3,1,15,2
hardship,2,1,1,1
endure,2,3,4,1
special,32,5,13,6
secure,5,1,2,4
sunrise,4,6,1,1
breeze,11,2,4,2
ultimate,2,1,1,1
surely,6,8,12,2
purge,1,3,1,1
thee,9,5,4,1
sucking,2,4,1,3
warning,1,14,2,1
spark,3,22,1,3
dedicated,3,1,1,1
rayvon,2,1,1,1
shaggy,2,1,1,1
combination,2,3,2,1
flip,3,1,1,4
musical,2,3,1,1
disc,3,2,1,1
wahw,6,1,1,7
peep,6,1,1,1
shorty,11,5,1,1
mention,5,2,1,6
attention,5,2,2,1
incarceration,3,1,1,1
nation,9,7,3,6
appreciation,3,1,1,1
heed,2,3,1,2
pleaded,2,1,2,1
diss,2,1,1,2
program,2,2,1,4
type,5,2,3,1
behavior,3,2,1,1
savior,22,10,50,9
appear,5,3,3,4
tender,32,14,15,7
part,25,16,24,46
ne,2,11,2,2
dutty,1,1,20,1
sean,1,1,8,1
paul,1,1,29,1
sasha,1,1,8,1
holler,4,1,5,1
hustler,2,2,4,1
player,2,4,4,2
stayer,1,1,4,1
girly,1,1,4,1
bling,1,1,4,1
fling,1,2,3,2
control,5,42,14,16
amake,1,1,4,1
swirl,4,1,2,1
twirl,1,1,2,1
draw,1,4,5,4
card,5,3,6,4
perform,1,3,2,1
bridge,5,11,17,8
likkle,1,1,5,1
thug,4,1,2,1
colorful,2,1,1,1
sound,18,52,25,26
gentle,14,4,3,4
pickin,9,1,1,2
excitation,10,1,1,1
somehow,6,10,9,6
softly,5,3,3,2
blossom,12,1,2,1
happenin,3,1,1,1
ahappenin,2,1,1,1
na,6,1,1,5
desert,5,3,4,2
snow,21,9,9,5
half,5,12,9,11
itch,2,1,3,2
switch,1,2,2,1
seasons,1,1,2,1
season,7,3,5,6
affair,16,1,7,1
prop,1,4,1,2
occupy,1,4,1,2
however,1,1,21,3
glass,8,19,2,23
sugar,25,3,38,5
abandon,4,8,2,3
window,13,7,7,23
smashed,1,1,1,2
succeed,1,1,4,2
wreckage,1,1,1,2
blast,2,8,1,4
toss,4,3,3,2
taint,2,1,16,1
nearly,2,3,6,2
sacred,9,4,3,2
wherever,12,4,4,8
throne,18,3,8,3
ly,3,23,3,6
clock,4,4,1,9
tick,4,2,1,7
confusion,1,2,4,10
flashback,1,1,1,6
almost,7,16,3,20
suitcase,3,1,1,7
unwinds,1,1,1,8
secrets,1,2,1,8
amadeus,1,68,1,1
ein,1,7,1,1
punker,1,2,1,1
und,1,6,1,1
lebte,1,2,1,1
der,1,3,1,1
gromen,1,2,1,1
stadt,1,2,1,1
wien,1,3,1,1
vienna,1,2,1,1
alle,1,5,1,1
tat,1,2,2,1
hatte,1,3,1,1
schulden,1,3,1,1
denn,1,2,1,1
trank,1,2,1,1
doch,1,2,1,1
ihn,1,3,1,1
liebten,1,3,1,1
frauen,1,4,1,1
jede,1,2,1,1
rief,1,3,1,1
„,1,4,1,1
superstar,1,3,1,9
populär,1,3,1,1
exaltiert,1,3,1,1
flair,1,3,1,1
virtuose,1,3,1,1
rockidol,1,3,1,1
um,1,4,1,1
1780,1,2,1,1
plastik,1,2,1,1
banken,1,2,1,1
gegen,1,2,1,1
woher,1,2,1,1
kame,1,2,1,1
wohl,1,2,1,1
jedermann,1,2,1,1
bekannt,1,2,1,1
mann,1,2,1,1
seinen,1,2,1,1
punk,1,5,2,3
zu,1,2,1,1
genau,1,2,1,1
das,1,3,1,5
sein,1,2,1,1
ruft,1,2,1,1
noch,5,2,1,12
heute,1,2,1,1
zero,1,9,5,3
stretch,3,5,3,2
fewer,1,1,2,1
thought,5,14,4,8
chase,14,3,5,12
disown,1,2,3,1
load,6,23,2,2
danger,5,26,12,5
holding,7,4,5,4
conquer,4,6,4,5
space,1,6,7,1
assure,2,3,2,1
guide,6,8,9,4
darkest,3,9,1,3
slip,7,20,3,10
askin,6,6,2,1
proper,3,1,1,1
sweeter,5,5,9,1
pe,3,1,1,1
tcb,2,1,1,1
tired,26,31,8,30
tryin,2,11,9,4
runnin,5,14,28,6
lyin,2,3,4,1
burnin,2,17,2,2
razor,2,2,2,1
rippin,1,2,1,1
tearin,1,2,1,1
strippin,1,2,1,1
ache,2,2,1,4
wrestle,2,2,2,1
shacking,1,1,1,2
gently,11,2,4,1
trace,2,3,1,1
sunshine,13,3,4,5
brighten,3,1,7,4
restaurant,1,1,1,2
nonchalant,2,1,1,2
running,11,10,3,22
patience,2,1,4,2
pity,3,3,2,10
cafe,3,1,2,2
passion,4,10,41,11
alley,2,3,5,2
york,3,2,4,2
moscow,1,1,2,1
hong,1,1,2,2
kong,1,1,2,2
tokyo,1,1,2,1
bangkok,1,1,2,1
yard,2,2,2,1
sidelight,1,1,2,1
president,5,5,2,1
admit,3,6,5,8
justify,1,1,2,2
overthrow,1,1,2,2
barb,1,2,2,2
wire,6,14,2,7
fence,2,2,2,5
resist,1,2,11,6
april,2,1,2,2
memphis,1,1,11,2
gentleman,4,1,1,2
lemme,1,1,5,2
food,7,3,2,8
prude,1,1,1,2
respond,1,1,1,2
privacy,1,1,1,2
janet,1,1,1,2
jackson,3,1,1,2
eatin,1,1,1,2
jammin,1,1,1,2
whether,9,4,2,1
anybody,12,6,38,14
answer,6,11,33,13
doub,1,1,3,2
circumstance,2,1,4,3
paper,4,7,5,11
feedback,2,1,1,1
platinum,2,1,1,1
canary,3,1,1,1
falstaff,2,1,1,1
beer,4,1,3,3
mercede,2,1,1,1
ruehl,2,1,1,1
rent,4,2,2,1
feeder,2,1,1,1
insincere,2,1,1,1
prophet,2,4,1,1
pioneer,2,1,1,1
sell,8,9,10,6
jewel,3,4,1,2
poster,2,1,1,2
pose,2,1,1,2
fashion,3,2,2,1
mag,2,1,1,1
canine,2,1,1,1
feline,2,1,1,1
jekyll,2,1,1,1
hyde,2,1,1,1
fur,2,1,1,1
south,3,7,1,8
age,2,7,3,6
dinner,7,2,2,3
cement,3,2,1,2
syncing,2,1,1,1
dragon,2,3,1,1
plastic,9,1,2,1
sword,3,5,1,5
jimmy,2,3,1,1
scully,2,1,1,1
kitchen,2,1,2,2
buddy,4,1,2,2
ouija,2,1,1,1
board,5,1,1,2
radar,2,1,1,1
range,2,1,3,4
hello,14,7,15,13
sparkle,1,1,2,1
satisfy,3,9,14,4
awhile,1,1,4,4
heal,3,21,12,9
tumble,2,1,3,4
turnin,5,8,5,3
mistake,4,36,4,9
trance,1,2,5,1
standing,4,24,3,4
pour,22,3,7,11
sympathize,1,1,3,1
unforgivable,1,2,1,1
livable,1,2,1,1
riverful,1,2,1,1
strangelove,1,13,1,1
strange,29,22,20,23
stray,2,6,3,5
constantly,1,5,1,3
harder,1,1,5,3
naive,1,1,1,3
modern,2,1,5,2
medicine,1,1,1,3
complaint,1,1,1,3
dilate,1,1,1,2
bee,6,4,2,3
bill,2,2,3,3
revvin,1,2,1,1
engine,1,6,1,1
howlin,3,2,1,1
roar,3,2,4,3
metal,13,9,1,61
tension,2,3,1,1
highway,8,8,2,4
zone,3,13,3,1
headin,1,2,1,1
twilight,8,2,1,3
spreadin,1,2,1,1
jumpin,3,5,2,1
deck,2,2,1,2
shovin,1,2,1,1
overdrive,1,2,2,1
edge,5,19,2,2
intensity,1,2,1,1
controls,1,4,2,2
magic,13,2,18,3
beep,1,1,1,29
score,3,6,3,2
friday,1,1,3,2
strip,2,3,1,3
trot,1,1,1,2
naughty,1,1,1,3
different,9,14,13,9
dime,2,4,5,8
compromise,2,4,2,4
position,1,3,1,2
condition,3,7,1,2
total,1,22,1,2
authority,1,32,3,1
grinnin,1,6,1,1
strength,10,11,5,6
5,2,4,1,2
growin,1,13,2,1
dum,1,13,1,1
janie,1,17,1,1
arrest,1,3,1,2
bitty,2,2,2,1
lightning,3,11,9,8
thunder,2,9,3,3
iou,1,2,1,1
bullet,4,18,2,3
sleeze,1,2,1,1
loneliest,1,1,1,2
style,3,8,3,5
altogether,1,1,1,2
absolutely,1,13,1,3
uhuh,1,2,1,1
yall,4,15,6,2
lookout,1,3,1,1
awwwww,1,2,1,1
innocent,1,4,1,42
heartbreaker,2,5,1,1
undertaker,1,5,1,1
awwww,1,5,1,1
unrest,2,2,1,1
younger,3,4,4,4
generation,2,4,1,1
induction,1,3,1,1
shattered,1,7,1,1
disable,1,2,1,1
bitter,1,7,2,7
precious,36,4,8,4
woooo,1,2,2,1
ooohhh,1,2,1,1
knockin,1,2,3,1
1951,1,1,1,2
slap,1,4,1,3
warmly,1,1,1,3
53,1,1,1,2
attend,1,1,1,2
hall,5,5,2,6
parent,2,1,1,3
1969,1,1,1,2
earlier,1,1,1,2
marry,2,3,3,3
sadness,3,2,3,5
disappear,11,10,2,4
crowded,2,3,1,5
avenue,4,4,1,6
traffic,4,2,2,1
rush,6,2,4,19
pound,5,4,6,3
coincidence,2,1,1,1
realise,1,1,2,1
obsessive,1,1,3,1
fascination,1,1,2,8
imagination,3,1,2,1
completely,1,11,4,7
shut,1,6,2,12
mouth,7,22,6,13
oclock,5,5,1,3
oclcok,2,1,1,1
message,2,5,5,11
gue,1,2,4,1
record,8,1,20,4
laughter,5,6,14,4
sexy,13,27,65,1
shirt,2,6,3,1
milan,1,2,3,1
japan,1,2,2,1
disco,1,11,14,7
model,1,2,4,2
catwalk,1,1,13,1
tush,1,1,3,1
custom,1,2,1,5
singer,3,2,2,3
awfully,1,1,1,2
exactly,3,4,7,6
prechorus,1,1,5,2
kenny,1,1,8,2
loggin,1,1,8,1
glow,6,6,7,3
ridin,3,5,1,52
pullin,1,2,1,1
grip,1,5,1,2
actin,1,7,1,1
romeo,2,3,1,5
juliet,2,3,1,1
samson,1,3,1,1
delilah,1,3,1,1
split,2,3,1,1
meeting,2,3,1,2
nightfall,1,2,1,1
cover,5,15,4,15
overseas,1,2,1,1
mystery,5,4,5,3
gape,1,2,1,1
fatal,1,7,1,3
assassination,1,2,1,1
crystal,20,2,1,1
snowflake,4,3,1,3
rosy,1,2,1,1
phoenix,1,2,1,1
difference,4,8,3,1
roam,11,2,1,2
rare,15,1,6,1
radiant,4,2,1,2
broken,2,17,3,1
unsure,1,2,2,1
often,4,2,7,3
astray,2,1,2,2
unkind,4,1,3,3
seulement,1,1,2,1
entre,1,3,2,23
toi,1,1,2,6
et,2,7,3,5
moi,1,1,3,2
means,1,1,4,1
cupboard,1,1,2,1
bare,5,6,2,9
faith,11,9,11,6
single,19,3,12,8
eventually,2,1,2,1
saturday,3,1,3,1
buck,1,2,3,2
deadly,2,8,3,3
tv,7,8,3,8
mirror,2,5,6,4
burning,2,17,1,12
hundred,8,7,2,12
roof,6,8,3,6
funk,1,4,1,1
flam,1,4,1,3
entertaining,1,2,1,1
boogie,3,3,2,48
explode,4,4,1,5
inferno,1,10,1,2
satisfaction,1,5,5,1
reaction,1,7,1,2
destruct,1,4,1,2
building,5,2,1,4
destiny,2,16,4,1
fulfil,1,5,2,3
prove,4,3,14,7
nevermore,1,5,1,1
cast,4,3,2,1
paint,7,4,3,9
emphasis,1,2,1,1
function,1,2,2,2
design,1,4,2,2
destroy,2,78,4,22
prettiest,1,3,1,1
starry,9,3,2,1
exhume,1,6,1,1
less,4,10,9,45
image,1,2,1,2
crashing,1,2,1,1
motorbike,1,2,1,1
grind,7,15,4,3
forest,3,2,1,4
towards,2,4,5,1
rite,1,2,1,2
pointless,1,4,1,1
intend,1,3,3,1
faster,2,9,3,3
impend,1,3,1,1
doom,1,3,1,11
starve,2,2,4,2
sheep,1,3,1,2
descend,2,3,2,1
anxiously,1,4,1,1
silently,5,3,1,1
wayside,2,3,1,1
crawling,1,3,1,2
10,1,3,1,2
15,1,2,1,1
river,49,5,12,6
lifewar,1,3,1,1
20,2,2,2,3
30,1,2,1,1
bandage,1,1,1,56
bruise,2,10,1,4
moping,1,1,1,3
sipping,1,2,1,3
drip,8,4,1,4
tap,1,6,1,4
voodoo,1,1,1,3
doll,9,1,1,5
anonymity,1,1,1,2
awful,2,2,4,3
advantage,1,3,1,3
heartbeat,1,3,6,2
plain,3,8,8,10
offer,9,4,13,4
fiery,2,5,1,1
main,4,1,2,8
hodskin,1,1,1,2
pl,1,1,1,2
doorbell,1,1,1,2
rule,13,13,6,8
satisifed,1,1,1,2
blame,3,25,9,15
shame,7,18,12,9
vague,1,2,1,1
mr,2,7,1,19
durst,1,3,1,1
diner,1,3,1,1
agent,1,2,1,1
briefcase,1,3,1,1
obtain,1,3,1,1
fillin,1,2,1,1
critic,1,3,1,1
fitted,1,2,1,1
cap,1,2,1,1
rap,1,3,1,4
solo,4,7,1,63
cable,1,2,1,1
mic,1,2,1,1
grill,15,2,1,1
limp,1,2,1,1
bizkit,1,2,1,1
rockin,2,4,1,2
russian,1,3,1,1
roulette,1,3,1,2
placin,1,2,1,1
upset,1,7,2,2
lately,12,17,4,2
meanin,1,2,1,1
idiot,1,8,1,2
microphone,1,2,1,1
abuser,1,2,1,1
analyze,1,2,1,1
exist,1,8,2,2
beatin,1,2,1,4
knife,7,19,2,6
fry,1,2,3,3
lesson,7,3,4,5
abort,1,2,1,1
decoy,1,2,1,1
seconds,1,2,3,1
telepromter,1,2,1,1
telegenic,1,2,1,1
information,2,2,2,3
bravest,1,3,1,1
pre,1,2,2,1
socialite,1,2,1,1
pop,1,23,20,4
culture,3,7,1,1
transaction,1,2,1,1
television,2,3,1,1
throwin,1,2,2,1
brick,5,2,1,12
thick,2,3,1,1
jail,1,5,1,3
chicken,2,2,3,1
forward,1,8,1,5
rainbow,69,3,3,2
lullaby,8,1,1,1
dare,6,20,2,8
trouble,35,177,16,7
melt,12,3,2,3
lemon,5,1,1,1
chimney,7,2,1,1
thy,10,4,12,1
holy,129,23,14,12
gladness,1,1,2,1
able,3,3,6,1
rejoice,3,1,5,1
renew,2,1,3,2
transgressor,1,1,2,1
shall,25,30,18,11
converted,1,1,2,1
mold,1,1,4,1
shape,3,3,13,3
appoint,1,1,3,1
anoint,1,3,3,1
rebuke,1,1,4,1
reprove,1,1,3,1
chastise,1,1,3,1
revive,1,1,3,1
saint,1,15,3,10
evidence,1,1,2,1
confidence,1,3,2,1
conqueror,1,1,2,3
ohooo,1,1,5,1
victory,3,28,14,1
identity,1,2,5,3
unspeakable,1,1,10,5
hoy,1,7,2,68
wipe,2,11,3,8
due,8,4,3,1
territory,7,5,1,1
unseen,1,2,3,1
wage,1,13,1,1
principality,1,2,2,1
messing,1,2,1,1
stealing,1,2,1,1
weapon,3,12,1,1
defeat,1,15,1,3
flee,1,3,1,2
claim,6,3,4,6
tower,4,6,2,1
latter,1,2,1,1
lion,2,5,1,5
judah,1,2,1,1
mighty,4,12,33,1
worship,12,2,5,1
deliver,10,2,1,5
midst,7,3,1,2
popularity,1,1,2,2
60,1,1,2,1
user,1,1,2,2
sponsor,1,1,2,2
link,1,2,2,3
praise,29,64,21,1
hallelujah,32,18,23,1
moments,1,1,9,1
mix,2,4,3,6
racing,1,3,1,7
pirate,1,1,1,6
ambulance,1,2,1,2
