Word,Method,Pos,Happy,Angry,Sad,Relaxed
dust,upos,VERB,210,306,295,304
dust,xpos,NN,489,494,495,488
dust,xpos,VB,210,306,295,304
phantom,upos,NOUN,489,494,495,488
phantom,xpos,NN,489,494,495,488
Home,upos,PROPN,489,494,495,488
Home,upos,INTJ,250,330,342,343
Home,upos,ADV,191,295,287,291
Home,xpos,NNP,489,494,495,488
Home,xpos,UH,250,330,342,343
Home,xpos,RB,191,295,287,291
naturally,upos,ADV,489,494,495,488
naturally,xpos,RB,489,494,495,488
collapse,upos,VERB,489,494,495,488
collapse,xpos,VBG,489,494,495,488
collapse,xpos,VBP,138,265,244,254
wedding,upos,NOUN,489,494,495,488
wedding,xpos,NN,489,494,495,488
oooohooohoohoooohoohoohoooo,upos,NOUN,489,494,495,487
oooohooohoohoooohoohoohoooo,xpos,NN,489,494,495,487
nohoo,upos,ADV,489,494,495,487
nohoo,xpos,RB,489,494,495,487
Brigde,upos,PROPN,489,494,495,487
Brigde,xpos,NNP,489,494,495,487
baheeyby,upos,NOUN,489,494,495,487
baheeyby,xpos,NN,489,494,495,487
hoow,upos,VERB,489,494,495,487
hoow,xpos,VBZ,489,494,495,487
lohohooove,upos,NOUN,489,494,495,487
lohohooove,xpos,NN,489,494,495,487
primising,upos,NOUN,489,494,495,487
primising,xpos,NN,489,494,495,487
ohooow,upos,NOUN,489,494,495,487
ohooow,xpos,NN,489,494,495,487
eheeey,upos,NOUN,489,494,495,487
eheeey,xpos,NN,489,494,495,487
hooo,upos,INTJ,489,494,495,487
hooo,xpos,UH,489,494,495,487
saiaia,upos,VERB,489,494,495,487
saiaia,xpos,VBD,489,494,495,487
Ohooow,upos,PROPN,489,494,495,487
Ohooow,xpos,NNP,489,494,495,487
yeaheeeey,upos,NOUN,489,494,495,487
yeaheeeey,xpos,NN,489,494,495,487
sung,upos,VERB,488,494,495,487
sung,xpos,VBN,488,494,495,487
sung,xpos,VBD,138,265,243,254
broken,upos,ADJ,488,494,495,487
broken,xpos,JJ,488,494,495,487
isolated,upos,ADJ,488,494,495,487
isolated,xpos,JJ,488,494,495,487
raid,upos,NOUN,488,494,495,487
raid,xpos,NN,488,494,495,487
bigger,upos,ADJ,488,493,495,487
bigger,xpos,JJR,488,493,495,487
Cadillac,upos,PROPN,488,493,495,487
Cadillac,xpos,NNP,488,493,495,487
doubt,upos,VERB,487,493,495,487
doubt,upos,NOUN,486,492,494,487
doubt,xpos,VB,487,493,495,487
doubt,xpos,NN,486,492,494,487
doubt,xpos,VBG,466,458,475,467
doubt,xpos,VBP,433,427,462,455
doubt,xpos,NNS,243,325,333,335
still,upos,ADV,487,493,495,487
still,xpos,RB,487,493,495,487
brain,upos,NOUN,486,493,495,487
brain,xpos,NN,486,493,495,487
brain,xpos,NNS,451,444,468,462
kind,upos,NOUN,486,493,495,487
kind,upos,ADV,481,467,484,481
kind,upos,ADJ,474,462,480,470
kind,xpos,NN,486,493,495,487
kind,xpos,RB,481,467,484,481
kind,xpos,JJ,474,462,480,470
kind,xpos,NNS,461,456,474,466
pain,upos,NOUN,486,493,495,487
pain,upos,VERB,454,451,470,463
pain,xpos,NN,486,493,495,487
pain,xpos,VBZ,454,451,470,463
pain,xpos,NNS,417,424,445,449
blind,upos,ADJ,486,493,495,487
blind,upos,NOUN,485,480,488,486
blind,upos,VERB,485,480,488,486
blind,xpos,JJ,486,493,495,487
blind,xpos,NNS,485,480,488,486
blind,xpos,VBZ,485,480,488,486
blind,xpos,VBN,483,469,486,481
blind,xpos,VBD,264,339,348,352
blind,xpos,VB,130,257,233,247
blind,xpos,VBG,31,185,156,167
escape,upos,VERB,486,493,495,487
escape,upos,NOUN,433,430,464,455
escape,xpos,VB,486,493,495,487
escape,xpos,NN,433,430,464,455
escape,xpos,VBG,338,394,396,409
escape,xpos,VBZ,200,296,291,299
escape,xpos,VBD,132,259,237,250
deeper,upos,ADJ,486,493,495,487
deeper,upos,ADV,0,40,20,11
deeper,xpos,JJR,486,493,495,487
deeper,xpos,RBR,0,40,20,11
journey,upos,VERB,486,493,495,487
journey,upos,NOUN,419,424,448,451
journey,xpos,VBP,486,493,495,487
journey,xpos,NN,419,424,448,451
journey,xpos,VB,419,424,448,451
reality,upos,NOUN,486,493,495,487
reality,xpos,NN,486,493,495,487
inner,upos,ADJ,486,493,495,487
inner,xpos,JJ,486,493,495,487
Selfesteem,upos,PROPN,486,493,495,487
Selfesteem,xpos,NNP,486,493,495,487
deep,upos,ADJ,486,493,495,487
deep,upos,ADV,485,475,488,486
deep,xpos,JJ,486,493,495,487
deep,xpos,RB,485,475,488,486
ground,upos,NOUN,486,493,495,487
ground,xpos,NN,486,493,495,487
Jonathan,upos,PROPN,486,493,495,487
Jonathan,xpos,NNP,486,493,495,487
Davis,upos,PROPN,486,493,495,487
Davis,xpos,NNP,486,493,495,487
amp,upos,PROPN,486,493,495,487
amp,upos,NOUN,433,426,460,455
amp,upos,VERB,79,216,189,207
amp,xpos,NNP,486,493,495,487
amp,xpos,NN,433,426,460,455
amp,xpos,NNS,354,396,397,418
amp,xpos,VB,79,216,189,207
inspect,upos,VERB,486,493,494,487
inspect,xpos,VBP,486,493,494,487
reflect,upos,VERB,486,493,494,487
reflect,xpos,VB,486,493,494,487
reflect,xpos,VBG,485,473,487,483
lip,upos,NOUN,486,493,494,487
lip,xpos,NNS,486,493,494,487
lip,xpos,NN,486,489,492,487
mask,upos,NOUN,486,493,494,487
mask,xpos,NN,486,493,494,487
mask,xpos,NNS,301,371,370,385
wear,upos,VERB,486,493,494,487
wear,xpos,VBG,486,493,494,487
wear,xpos,VB,485,484,490,487
wear,xpos,VBZ,474,462,480,470
wear,xpos,VBP,465,458,475,467
wear,xpos,VBN,364,401,402,422
rip,upos,NOUN,486,493,494,487
rip,upos,VERB,486,487,491,487
rip,xpos,NNS,486,493,494,487
rip,xpos,NN,486,493,494,487
rip,xpos,VBP,486,487,491,487
rip,xpos,VBN,485,474,488,486
rip,xpos,VB,216,313,303,309
rip,xpos,VBG,206,303,292,304
rip,xpos,VBD,45,196,166,177
rip,xpos,VBZ,0,140,114,135
seek,upos,VERB,486,493,494,487
seek,xpos,VBP,486,493,494,487
seek,xpos,VB,433,430,464,455
seek,xpos,VBN,245,325,336,337
seek,xpos,VBG,206,299,291,303
seek,xpos,VBZ,125,254,227,244
seek,xpos,VBD,0,85,64,55
ear,upos,NOUN,486,493,494,487
ear,xpos,NNS,486,493,494,487
ear,xpos,NN,474,462,480,469
noise,upos,NOUN,486,493,494,487
noise,xpos,NN,486,493,494,487
greatest,upos,ADJ,486,493,494,487
greatest,xpos,JJS,486,493,494,487
ease,upos,NOUN,486,493,494,487
ease,upos,VERB,300,367,369,385
ease,xpos,NN,486,493,494,487
ease,xpos,VB,300,367,369,385
rave,upos,VERB,486,493,494,487
rave,xpos,VBG,486,493,494,487
rave,xpos,VBZ,0,148,124,139
impossibility,upos,NOUN,486,493,494,487
impossibility,xpos,NNS,486,493,494,487
engage,upos,VERB,486,493,494,487
engage,xpos,VBN,486,493,494,487
engage,xpos,VB,24,175,148,163
crime,upos,NOUN,486,493,494,487
crime,xpos,NN,486,493,494,487
crime,xpos,NNS,463,458,475,466
grasp,upos,VERB,486,493,494,487
grasp,upos,NOUN,355,397,398,418
grasp,xpos,VBP,486,493,494,487
grasp,xpos,NN,355,397,398,418
throat,upos,NOUN,486,493,494,487
throat,xpos,NN,486,493,494,487
enrage,upos,VERB,486,493,494,487
enrage,xpos,VBD,486,493,494,487
smoke,upos,VERB,486,493,494,487
smoke,upos,NOUN,479,466,484,480
smoke,xpos,VB,486,493,494,487
smoke,xpos,VBG,486,489,492,487
smoke,xpos,NN,479,466,484,480
smoke,xpos,VBP,302,373,373,386
smoke,xpos,VBZ,37,192,160,171
enforce,upos,VERB,486,493,494,487
enforce,xpos,VB,486,493,494,487
enforce,xpos,VBP,24,173,148,162
mental,upos,ADJ,486,493,494,487
mental,xpos,JJ,486,493,494,487
overload,upos,NOUN,486,493,494,487
overload,xpos,NN,486,493,494,487
angry,upos,ADJ,486,493,494,487
angry,xpos,JJ,486,493,494,487
story,upos,NOUN,486,493,494,487
story,xpos,NN,486,493,494,487
story,xpos,NNS,452,451,470,462
twist,upos,NOUN,486,493,494,487
twist,upos,VERB,486,491,494,487
twist,xpos,NN,486,493,494,487
twist,xpos,VB,486,491,494,487
twist,xpos,VBN,486,486,491,487
twist,xpos,VBP,137,265,241,254
twist,xpos,VBG,0,142,116,137
fold,upos,VERB,486,493,494,487
fold,xpos,VBZ,486,493,494,487
contortionist,upos,NOUN,486,493,494,487
contortionist,xpos,NN,486,493,494,487
slight,upos,ADJ,486,493,494,487
slight,xpos,JJ,486,493,494,487
quick,upos,ADJ,486,493,494,487
quick,upos,ADV,431,425,460,453
quick,xpos,JJ,486,493,494,487
quick,xpos,RB,431,425,460,453
exchange,upos,NOUN,486,493,494,487
exchange,xpos,NN,486,493,494,487
trick,upos,NOUN,486,493,494,487
trick,upos,VERB,137,263,241,252
trick,xpos,NNS,486,493,494,487
trick,xpos,NN,479,466,484,480
trick,xpos,VB,137,263,241,252
trick,xpos,VBD,55,207,174,191
rearrange,upos,VERB,486,493,494,487
rearrange,xpos,VBN,486,493,494,487
rearrange,xpos,VBG,276,346,352,359
rearrange,xpos,VB,225,315,313,320
rearrange,xpos,VBP,149,276,252,259
searing,upos,NOUN,486,493,494,487
searing,xpos,NN,486,493,494,487
sinew,upos,NOUN,486,493,494,487
sinew,xpos,NN,486,493,494,487
tissue,upos,NOUN,486,493,494,487
tissue,xpos,NN,486,493,494,487
lung,upos,NOUN,486,493,494,487
lung,xpos,NNS,486,493,494,487
lung,xpos,NN,0,64,35,39
gravitys,upos,NOUN,486,493,494,487
gravitys,xpos,NNS,486,493,494,487
pull,upos,VERB,486,493,494,487
pull,upos,NOUN,486,491,494,487
pull,xpos,VBZ,486,493,494,487
pull,xpos,NN,486,491,494,487
pull,xpos,VB,486,490,494,487
pull,xpos,VBG,451,444,468,462
pull,xpos,VBD,433,427,463,455
pull,xpos,VBN,433,427,461,455
pull,xpos,VBP,428,425,460,453
steam,upos,NOUN,486,493,494,487
steam,upos,VERB,433,434,464,456
steam,xpos,NN,486,493,494,487
steam,xpos,VBG,433,434,464,456
finally,upos,ADV,486,493,494,487
finally,xpos,RB,486,493,494,487
dissipate,upos,VERB,486,493,494,487
dissipate,xpos,VBZ,486,493,494,487
sweaty,upos,ADJ,486,493,494,487
sweaty,xpos,JJ,486,493,494,487
Association,upos,NOUN,486,493,494,487
Association,xpos,NN,486,493,494,487
inevitably,upos,ADV,486,493,494,487
inevitably,xpos,RB,486,493,494,487
govern,upos,VERB,486,493,494,487
govern,xpos,VBN,486,493,494,487
set,upos,VERB,486,493,494,487
set,upos,NOUN,451,444,468,462
set,xpos,VBN,486,493,494,487
set,xpos,VB,480,467,484,480
set,xpos,VBZ,452,449,470,462
set,xpos,NN,451,444,468,462
set,xpos,VBG,433,437,466,456
set,xpos,NNS,421,424,448,451
set,xpos,VBD,418,424,447,450
set,xpos,VBP,372,409,415,427
fracture,upos,NOUN,486,493,494,487
fracture,upos,VERB,0,104,77,62
fracture,xpos,NN,486,493,494,487
fracture,xpos,VBP,0,104,77,62
fracture,xpos,VBN,0,48,24,12
jaw,upos,NOUN,486,493,494,487
jaw,xpos,NN,486,493,494,487
jaw,xpos,NNS,38,192,160,171
cutout,upos,NOUN,486,493,494,487
cutout,xpos,NN,486,493,494,487
cardboard,upos,NOUN,486,493,494,487
cardboard,xpos,NN,486,493,494,487
condo,upos,NOUN,486,493,494,487
condo,xpos,NN,486,493,494,487
maze,upos,NOUN,486,493,494,487
maze,xpos,NN,486,493,494,487
fill,upos,VERB,486,493,494,487
fill,upos,NOUN,483,469,486,481
fill,xpos,VBN,486,493,494,487
fill,xpos,VBG,485,484,490,487
fill,xpos,VBP,485,484,490,487
fill,xpos,NN,483,469,486,481
fill,xpos,VB,439,438,466,459
fill,xpos,VBD,434,437,466,456
fill,xpos,VBZ,414,424,444,448
insubordinate,upos,ADJ,486,493,494,487
insubordinate,xpos,JJ,486,493,494,487
race,upos,NOUN,486,493,494,487
race,upos,VERB,120,251,222,241
race,xpos,NN,486,493,494,487
race,xpos,VBD,120,251,222,241
irrational,upos,ADJ,486,493,494,487
irrational,xpos,JJ,486,493,494,487
youth,upos,NOUN,486,493,494,487
youth,upos,ADJ,146,270,250,255
youth,xpos,NNS,486,493,494,487
youth,xpos,NN,485,485,490,487
youth,xpos,JJ,146,270,250,255
stare,upos,VERB,486,493,494,487
stare,upos,NOUN,237,323,330,328
stare,xpos,VB,486,493,494,487
stare,xpos,VBP,435,438,466,458
stare,xpos,VBG,430,425,460,453
stare,xpos,NN,237,323,330,328
stare,xpos,VBZ,167,279,258,262
stare,xpos,VBD,127,256,233,247
stare,xpos,NNS,126,255,231,244
rubber,upos,NOUN,486,493,494,487
rubber,xpos,NN,486,493,494,487
hose,upos,VERB,486,493,494,487
hose,xpos,VBD,486,493,494,487
hose,xpos,VBP,45,196,166,177
create,upos,VERB,486,492,494,487
create,xpos,VB,486,492,494,487
create,xpos,VBD,412,422,444,447
create,xpos,VBN,342,395,396,411
create,xpos,VBZ,10,152,128,152
create,xpos,VBP,0,65,36,40
bolt,upos,NOUN,486,492,494,487
bolt,xpos,NN,486,492,494,487
bolt,xpos,NNS,178,284,271,274
cage,upos,NOUN,486,492,494,487
cage,upos,VERB,433,433,464,455
cage,upos,PROPN,428,425,459,453
cage,xpos,NN,486,492,494,487
cage,xpos,NNS,485,482,488,486
cage,xpos,VBN,433,433,464,455
cage,xpos,NNP,428,425,459,453
lock,upos,VERB,486,492,494,487
lock,upos,NOUN,433,435,465,456
lock,xpos,VBN,486,492,494,487
lock,xpos,VBD,486,489,492,487
lock,xpos,VB,484,473,487,482
lock,xpos,VBG,468,459,478,468
lock,xpos,NN,433,435,465,456
lock,xpos,NNS,297,367,365,379
lock,xpos,VBZ,0,85,65,55
hate,upos,VERB,486,492,494,487
hate,upos,NOUN,486,491,494,487
hate,upos,AUX,334,389,391,404
hate,xpos,VBP,486,492,494,487
hate,xpos,NN,486,491,494,487
hate,xpos,VB,485,485,490,487
hate,xpos,VBG,301,370,370,385
hate,xpos,VBN,224,315,309,317
hate,xpos,VBZ,128,256,233,247
maybe,upos,ADV,486,492,494,487
maybe,xpos,RB,486,492,494,487
full,upos,ADJ,486,492,494,487
full,xpos,JJ,486,492,494,487
scenario,upos,NOUN,486,492,494,487
scenario,xpos,NN,486,492,494,487
stain,upos,VERB,486,492,494,487
stain,upos,NOUN,456,452,470,464
stain,xpos,VB,486,492,494,487
stain,xpos,VBD,486,489,493,487
stain,xpos,NN,456,452,470,464
stain,xpos,VBN,334,390,391,406
stain,xpos,VBZ,0,71,46,42
blurry,upos,ADJ,486,492,494,487
blurry,xpos,JJ,486,492,494,487
breed,upos,VERB,486,492,494,487
breed,upos,NOUN,212,309,297,305
breed,xpos,VB,486,492,494,487
breed,xpos,VBG,485,484,490,487
breed,xpos,NN,212,309,297,305
breed,xpos,NNS,210,306,295,304
breed,xpos,VBP,49,199,171,180
bloody,upos,ADJ,486,492,494,487
bloody,upos,VERB,0,78,59,53
bloody,xpos,JJ,486,492,494,487
bloody,xpos,VBD,0,78,59,53
risk,upos,VERB,486,492,494,487
risk,upos,NOUN,230,319,320,321
risk,xpos,VB,486,492,494,487
risk,xpos,VBP,444,440,466,459
risk,xpos,NN,230,319,320,321
insanity,upos,NOUN,486,492,494,487
insanity,xpos,NN,486,492,494,487
venture,upos,VERB,486,492,494,487
venture,xpos,VBD,486,492,494,487
gain,upos,VERB,486,492,494,487
gain,upos,NOUN,485,485,490,487
gain,xpos,VBN,486,492,494,487
gain,xpos,NN,485,485,490,487
gain,xpos,VBD,376,411,419,431
gain,xpos,VB,114,251,221,236
beg,upos,VERB,486,492,494,487
beg,upos,INTJ,48,199,170,180
beg,xpos,VBP,486,492,494,487
beg,xpos,VB,485,486,491,487
beg,xpos,VBG,485,481,488,486
beg,xpos,VBD,475,462,480,471
beg,xpos,UH,48,199,170,180
helpless,upos,ADJ,486,492,494,487
helpless,xpos,JJ,486,492,494,487
rage,upos,NOUN,486,492,494,487
rage,upos,VERB,276,347,354,360
rage,xpos,NN,486,492,494,487
rage,xpos,VBZ,276,347,354,360
rage,xpos,VBG,232,320,322,324
rage,xpos,VB,0,78,57,52
nightmare,upos,NOUN,486,491,494,487
nightmare,xpos,NN,486,491,494,487
nightmare,xpos,NNS,485,485,490,487
drag,upos,VERB,486,491,494,487
drag,upos,NOUN,375,410,417,428
drag,xpos,VBD,486,491,494,487
drag,xpos,NN,375,410,417,428
drag,xpos,VB,242,323,332,332
drag,xpos,VBZ,210,306,295,304
drag,xpos,VBG,89,228,201,214
below,upos,ADV,486,491,494,487
below,upos,ADP,278,349,354,361
below,upos,SCONJ,0,37,15,6
below,xpos,RB,486,491,494,487
below,xpos,IN,278,349,354,361
devil,upos,NOUN,486,491,494,487
devil,upos,PROPN,486,490,494,487
devil,xpos,NNS,486,491,494,487
devil,xpos,NNP,486,490,494,487
devil,xpos,NN,376,411,419,436
guest,upos,NOUN,486,491,494,487
guest,xpos,NN,486,491,494,487
acquaintance,upos,NOUN,486,491,494,487
acquaintance,xpos,NN,486,491,494,487
sever,upos,VERB,486,491,494,487
sever,xpos,VBN,486,491,494,487
sever,xpos,VB,13,166,136,157
sever,xpos,VBG,0,31,5,0
smell,upos,VERB,486,491,494,487
smell,upos,NOUN,479,466,484,480
smell,xpos,VB,486,491,494,487
smell,xpos,VBP,486,489,492,487
smell,xpos,NN,479,466,484,480
smell,xpos,VBD,34,191,160,170
smell,xpos,VBZ,0,4,0,0
ink,upos,VERB,486,491,494,487
ink,upos,NOUN,477,464,482,477
ink,xpos,VBP,486,491,494,487
ink,xpos,NN,477,464,482,477
slave,upos,NOUN,486,491,494,487
slave,xpos,NN,486,491,494,487
slave,xpos,NNS,424,425,449,453
until,upos,ADP,486,491,494,487
until,upos,SCONJ,485,473,488,485
until,xpos,IN,486,491,494,487
madness,upos,NOUN,486,491,494,487
madness,xpos,NN,486,491,494,487
haunt,upos,VERB,486,491,494,487
haunt,xpos,VBG,486,491,494,487
haunt,xpos,VBZ,385,413,420,441
haunt,xpos,VBP,355,397,398,418
haunt,xpos,VB,231,320,321,322
yearning,upos,NOUN,486,491,494,487
yearning,xpos,NN,486,491,494,487
yearning,xpos,NNS,284,363,358,367
trigger,upos,NOUN,486,491,494,487
trigger,xpos,NN,486,491,494,487
price,upos,NOUN,486,491,494,487
price,xpos,NN,486,491,494,487
price,xpos,NNS,85,225,197,212
sweat,upos,NOUN,486,491,494,487
sweat,upos,VERB,484,473,487,481
sweat,xpos,NN,486,491,494,487
sweat,xpos,VBP,484,473,487,481
sweat,xpos,VBG,341,395,396,411
sweat,xpos,VB,179,285,280,276
yet,upos,ADV,486,491,494,487
yet,upos,CCONJ,298,367,368,381
yet,xpos,RB,486,491,494,487
yet,xpos,CC,298,367,368,381
demon,upos,NOUN,486,491,494,487
demon,xpos,NNS,486,491,494,487
demon,xpos,NN,465,458,475,466
beyond,upos,ADP,486,491,494,487
beyond,upos,SCONJ,391,416,420,443
beyond,upos,ADV,337,394,396,409
beyond,upos,NOUN,96,228,205,218
beyond,xpos,IN,486,491,494,487
beyond,xpos,RB,337,394,396,409
beyond,xpos,NN,96,228,205,218
sight,upos,NOUN,486,491,494,487
sight,xpos,NN,486,491,494,487
sight,xpos,NNS,297,366,364,378
nerve,upos,NOUN,486,491,494,487
nerve,xpos,NN,486,491,494,487
nerve,xpos,NNS,456,453,470,464
sedate,upos,VERB,486,491,494,487
sedate,xpos,VBN,486,491,494,487
medicate,upos,VERB,486,491,494,487
medicate,xpos,VBP,486,491,494,487
medicate,xpos,VBN,216,313,305,309
medicate,xpos,VB,210,305,295,304
slowly,upos,ADV,486,491,494,487
slowly,xpos,RB,486,491,494,487
insane,upos,ADJ,486,491,494,487
insane,xpos,JJ,486,491,494,487
intention,upos,NOUN,486,491,494,487
intention,xpos,NNS,486,491,494,487
intention,xpos,NN,461,454,473,466
complication,upos,NOUN,486,491,494,487
complication,xpos,NNS,486,491,494,487
tragic,upos,ADJ,486,491,494,487
tragic,xpos,JJ,486,491,494,487
fail,upos,VERB,486,491,494,487
fail,upos,NOUN,303,375,376,389
fail,upos,ADJ,32,191,159,169
fail,xpos,VB,486,491,494,487
fail,xpos,VBG,485,486,491,487
fail,xpos,VBN,433,434,464,456
fail,xpos,VBZ,396,416,420,443
fail,xpos,VBD,370,403,406,427
fail,xpos,NN,303,375,376,389
fail,xpos,JJ,32,191,159,169
fail,xpos,VBP,13,166,136,157
drench,upos,VERB,486,491,494,487
drench,xpos,VBN,486,491,494,487
drench,xpos,VB,456,452,470,464
respect,upos,NOUN,486,491,494,487
respect,upos,VERB,310,376,378,395
respect,xpos,NN,486,491,494,487
respect,xpos,VB,310,376,378,395
hit,upos,VERB,486,491,494,487
hit,upos,NOUN,281,352,354,362
hit,xpos,VB,486,491,494,487
hit,xpos,VBZ,433,427,463,455
hit,xpos,VBD,433,426,460,454
hit,xpos,VBP,419,424,448,450
hit,xpos,VBG,378,411,419,436
hit,xpos,NN,281,352,354,362
hit,xpos,VBN,137,265,241,254
crawl,upos,VERB,486,491,494,487
crawl,upos,NOUN,485,477,488,486
crawl,xpos,VBP,486,491,494,487
crawl,xpos,VB,485,485,491,487
crawl,xpos,NN,485,477,488,486
crawl,xpos,VBG,478,464,483,477
crawl,xpos,VBD,0,105,79,66
replaceable,upos,ADJ,486,491,494,487
replaceable,xpos,JJ,486,491,494,487
liar,upos,NOUN,486,491,494,487
liar,xpos,NN,486,491,494,487
liar,xpos,NNS,0,142,116,137
choice,upos,NOUN,486,491,494,487
choice,xpos,NNS,486,491,494,487
choice,xpos,NN,485,478,488,486
grant,upos,VERB,486,491,494,487
grant,xpos,VBD,486,491,494,487
grant,xpos,VB,485,473,487,483
grant,xpos,VBN,311,376,378,396
crying,upos,NOUN,486,490,494,487
crying,xpos,NN,486,490,494,487
store,upos,NOUN,486,490,494,487
store,xpos,NN,486,490,494,487
shove,upos,VERB,486,490,494,487
shove,xpos,VBG,486,490,494,487
shove,xpos,VB,385,412,419,441
slip,upos,VERB,486,490,494,487
slip,upos,NOUN,242,323,332,332
slip,xpos,VBG,486,490,494,487
slip,xpos,VB,468,460,478,469
slip,xpos,VBP,242,323,332,332
slip,xpos,NN,242,323,332,332
slip,xpos,VBD,148,276,251,258
slip,xpos,VBZ,96,232,207,220
slip,xpos,VBN,0,54,28,14
corner,upos,NOUN,486,490,494,487
corner,upos,VERB,302,373,373,386
corner,xpos,NN,486,490,494,487
corner,xpos,VBP,302,373,373,386
scream,upos,VERB,486,490,494,487
scream,upos,NOUN,468,459,478,468
scream,xpos,VB,486,490,494,487
scream,xpos,VBP,484,473,487,481
scream,xpos,NN,468,459,478,468
scream,xpos,VBZ,465,458,475,466
scream,xpos,VBG,433,434,465,456
scream,xpos,NNS,354,397,397,418
scream,xpos,VBD,270,343,351,356
empty,upos,ADJ,486,490,494,487
empty,upos,VERB,451,443,468,462
empty,xpos,JJ,486,490,494,487
empty,xpos,VBN,451,443,468,462
closet,upos,NOUN,486,490,494,487
closet,xpos,NN,486,490,494,487
grave,upos,NOUN,486,490,494,487
grave,xpos,NN,486,490,494,487
grave,xpos,NNS,315,383,387,399
eulogy,upos,NOUN,486,490,494,487
eulogy,xpos,NN,486,490,494,487
buyer,upos,NOUN,486,490,494,487
buyer,xpos,NN,486,490,494,487
beside,upos,ADP,486,490,494,487
beside,upos,VERB,459,453,471,465
beside,upos,ADV,177,282,268,267
beside,xpos,IN,486,490,494,487
beside,xpos,VBP,459,453,471,465
beside,xpos,RB,177,282,268,267
barrel,upos,NOUN,486,490,494,487
barrel,xpos,NN,486,490,494,487
gauge,upos,NOUN,486,490,494,487
gauge,xpos,NN,486,490,494,487
-,upos,PUNCT,486,490,494,487
-,xpos,,486,490,494,487
-,xpos,NFP,300,369,369,385
-,xpos,:,300,369,369,385
forgiveness,upos,NOUN,486,490,494,487
forgiveness,xpos,NN,486,490,494,487
blessing,upos,NOUN,486,490,494,487
blessing,xpos,NN,486,490,494,487
blessing,xpos,NNS,376,411,419,431
dirthouse,upos,NOUN,486,489,494,487
dirthouse,xpos,NN,486,489,494,487
box,upos,NOUN,486,489,494,487
box,upos,VERB,300,367,369,385
box,xpos,NN,486,489,494,487
box,xpos,VBN,300,367,369,385
wander,upos,VERB,486,489,494,487
wander,upos,NOUN,0,60,34,35
wander,xpos,VBZ,486,489,494,487
wander,xpos,VBG,468,460,478,469
wander,xpos,VBN,397,417,421,443
wander,xpos,NN,0,60,34,35
dow,upos,PROPN,486,489,494,487
dow,xpos,NNP,486,489,494,487
skin,upos,NOUN,486,489,494,487
skin,xpos,NN,486,489,494,487
dirt,upos,NOUN,486,489,494,487
dirt,upos,ADJ,245,326,337,338
dirt,xpos,NN,486,489,494,487
dirt,xpos,JJ,245,326,337,338
dog,upos,NOUN,486,489,494,487
dog,xpos,NNS,486,489,494,487
dog,xpos,NN,486,489,492,487
curl,upos,VERB,486,489,494,487
curl,upos,NOUN,300,367,368,384
curl,xpos,VBN,486,489,494,487
curl,xpos,NN,300,367,368,384
curl,xpos,VB,24,175,148,163
curl,xpos,VBZ,0,71,48,42
ball,upos,NOUN,486,489,494,487
ball,upos,VERB,96,228,204,217
ball,xpos,NN,486,489,494,487
ball,xpos,NNS,478,464,483,477
ball,xpos,VB,96,228,204,217
freezing,upos,VERB,486,489,494,487
freezing,xpos,VBG,486,489,494,487
ass,upos,NOUN,486,489,494,487
ass,upos,VERB,0,78,56,52
ass,xpos,NNS,486,489,494,487
ass,xpos,NN,451,444,468,462
ass,xpos,VB,0,78,56,52
pick,upos,VERB,486,489,494,487
pick,xpos,VB,486,489,494,487
pick,xpos,VBZ,478,464,483,477
pick,xpos,VBG,461,456,474,466
pick,xpos,VBP,433,429,464,455
pick,xpos,VBD,264,339,348,351
pick,xpos,VBN,264,339,348,351
own,upos,ADJ,486,489,494,487
own,upos,VERB,386,413,420,442
own,xpos,JJ,486,489,494,487
own,xpos,VBP,386,413,420,442
own,xpos,VBZ,268,343,351,354
own,xpos,VB,132,259,236,248
scare,upos,VERB,486,489,494,487
scare,upos,NOUN,216,313,303,309
scare,xpos,VBZ,486,489,494,487
scare,xpos,VB,484,473,487,481
scare,xpos,VBP,459,453,471,464
scare,xpos,VBD,335,393,393,408
scare,xpos,VBG,303,374,376,387
scare,xpos,NN,216,313,303,309
burnt,upos,ADJ,486,489,494,487
burnt,upos,VERB,433,427,461,455
burnt,xpos,JJ,486,489,494,487
burnt,xpos,VBD,433,427,461,455
burnt,xpos,VBN,0,54,30,14
death,upos,NOUN,486,489,493,487
death,xpos,NN,486,489,493,487
death,xpos,NNS,485,477,488,486
final,upos,ADJ,486,489,493,487
final,xpos,JJ,486,489,493,487
bliss,upos,NOUN,486,489,493,487
bliss,upos,PROPN,0,105,79,66
bliss,xpos,NN,486,489,493,487
bliss,xpos,NNP,0,105,79,66
suicide,upos,NOUN,486,489,493,487
suicide,xpos,NN,486,489,493,487
already,upos,ADV,486,489,493,487
already,xpos,RB,486,489,493,487
cyanide,upos,NOUN,486,489,493,487
cyanide,xpos,NN,486,489,493,487
shell,upos,NOUN,486,489,493,487
shell,upos,VERB,190,295,287,290
shell,xpos,NN,486,489,493,487
shell,xpos,VB,190,295,287,290
shell,xpos,NNS,0,54,28,14
forevermore,upos,NOUN,486,489,493,487
forevermore,xpos,NN,486,489,493,487
patiently,upos,ADV,486,489,493,487
patiently,xpos,RB,486,489,493,487
deathblack,upos,ADJ,486,489,493,487
deathblack,xpos,JJ,486,489,493,487
